pl_name,hostname,default_flag,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_year,disc_pubdate,disc_locale,disc_facility,disc_telescope,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,ttv_flag,pl_ratdor,pl_ratror,pl_occdep,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,rowupdate,pl_pubdate,releasedate
Kepler-208 e,Kepler-208,1,1,4,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,16.259458,0.132,1.48,0.132,,,,,,,,,0,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6092,1.31,,,,,4.26,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h35m33.65s,293.8901979,+42d31m40.59s,42.5279413,775.328,13.561,12.21,13.5376,14/05/2014,2014-03,14/05/2014
Kepler-209 b,Kepler-209,1,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,16.087845,0.122,2.26,0.202,,,,,,,,,0,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5513,0.94,,,,,4.47,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m40.67s,291.1694567,+42d38m26.62s,42.6407281,576.946,14.132,12.362,13.9517,14/05/2014,2014-03,14/05/2014
Kepler-209 c,Kepler-209,1,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,41.749882,0.231,3.1,0.277,,,,,,,,,1,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5513,0.94,,,,,4.47,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m40.67s,291.1694567,+42d38m26.62s,42.6407281,576.946,14.132,12.362,13.9517,14/05/2014,2014-03,14/05/2014
Kepler-21 b,Kepler-21,1,2,1,0,Transit,2012,2012-02,Space,Kepler,0.95 m Kepler Telescope,Published Confirmed,0,<a refstr=L_OACUTE_PEZ_MORALES_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..204L/abstract target=ref>L&oacute;pez-Morales et al. 2016</a>,2.78578,0.042717,1.639,0.146,5.08,0.01598,Mass,6.4,0.02,,2025,83.2,0,4.929,0.00788,,<a refstr=L_OACUTE_PEZ_MORALES_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..204L/abstract target=ref>L&oacute;pez-Morales et al. 2016</a>,,6305,1.9,1.41,-0.03,[Fe/H],0.715,4.03,3.03,0.287,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h09m26.87s,287.3619673,+38d42m50.90s,38.7141384,108.522,8.25,6.945,8.12832,05/10/2016,2016-12,06/10/2016
Kepler-210 b,Kepler-210,1,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,2.453234,0.032,2.94,0.262,,,,,,,,,0,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4559,0.65,,,,,4.66,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h30m00.82s,292.5034196,+43d04m59.59s,43.0832188,232.75,14.126,11.313,13.8043,14/05/2014,2014-03,14/05/2014
Kepler-210 c,Kepler-210,1,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,7.972513,0.07,3.62,0.323,,,,,,,,,1,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4559,0.65,,,,,4.66,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h30m00.82s,292.5034196,+43d04m59.59s,43.0832188,232.75,14.126,11.313,13.8043,14/05/2014,2014-03,14/05/2014
Kepler-211 b,Kepler-211,1,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,4.138575,0.048,1.26,0.112,,,,,,,,,0,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5123,0.82,,,,,4.55,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h01m45.39s,285.4391183,+43d10m06.62s,43.1685051,309.353,13.448,11.447,13.2732,14/05/2014,2014-03,14/05/2014
Kepler-211 c,Kepler-211,1,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,6.04045,0.062,1.29,0.115,,,,,,,,,0,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5123,0.82,,,,,4.55,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h01m45.39s,285.4391183,+43d10m06.62s,43.1685051,309.353,13.448,11.447,13.2732,14/05/2014,2014-03,14/05/2014
Kepler-212 b,Kepler-212,1,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,16.257582,0.133,1.09,0.097,,,,,,,,,0,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5852,1.46,,,,,4.18,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h10m29.00s,287.6208165,+43d08m29.85s,43.1416239,687.194,13.129,11.62,12.9872,14/05/2014,2014-03,14/05/2014
Kepler-212 c,Kepler-212,1,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,31.805174,0.207,2.74,0.244,,,,,,,,,0,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5852,1.46,,,,,4.18,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h10m29.00s,287.6208165,+43d08m29.85s,43.1416239,687.194,13.129,11.62,12.9872,14/05/2014,2014-03,14/05/2014
Kepler-213 b,Kepler-213,1,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,2.46236,0.036,1.62,0.145,,,,,,,,,0,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5696,1.2,,,,,4.31,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h23m17.81s,290.8241931,+44d38m50.22s,44.6472832,634.939,13.705,12.122,13.6023,14/05/2014,2014-03,14/05/2014
Kepler-213 c,Kepler-213,1,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,4.822962,0.057,2.34,0.209,,,,,,,,,0,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5696,1.2,,,,,4.31,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h23m17.81s,290.8241931,+44d38m50.22s,44.6472832,634.939,13.705,12.122,13.6023,14/05/2014,2014-03,14/05/2014
Kepler-214 b,Kepler-214,1,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,15.660544,0.13,2.61,0.233,,,,,,,,,0,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6169,1.35,,,,,4.25,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h59m01.16s,284.7548499,+44d57m21.78s,44.95605,1208.44,14.057,12.607,13.9058,14/05/2014,2014-03,14/05/2014
Kepler-214 c,Kepler-214,1,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,28.7798,0.194,2.13,0.19,,,,,,,,,0,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6169,1.35,,,,,4.25,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h59m01.16s,284.7548499,+44d57m21.78s,44.95605,1208.44,14.057,12.607,13.9058,14/05/2014,2014-03,14/05/2014
Kepler-215 b,Kepler-215,1,1,4,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,9.360672,0.084,1.62,0.145,,,,,,,,,0,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5739,1.03,,,,,4.36,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h39m53.65s,294.9735313,+45d12m49.27s,45.2136867,485.997,13.678,11.996,13.5549,14/05/2014,2014-03,14/05/2014
Kepler-215 c,Kepler-215,1,1,4,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,14.667108,0.113,1.77,0.158,,,,,,,,,0,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5739,1.03,,,,,4.36,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h39m53.65s,294.9735313,+45d12m49.27s,45.2136867,485.997,13.678,11.996,13.5549,14/05/2014,2014-03,14/05/2014
Kepler-215 d,Kepler-215,1,1,4,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,30.864423,0.185,2.39,0.213,,,,,,,,,1,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5739,1.03,,,,,4.36,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h39m53.65s,294.9735313,+45d12m49.27s,45.2136867,485.997,13.678,11.996,13.5549,14/05/2014,2014-03,14/05/2014
Kepler-215 e,Kepler-215,1,1,4,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,68.16101,0.314,1.75,0.156,,,,,,,,,0,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5739,1.03,,,,,4.36,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h39m53.65s,294.9735313,+45d12m49.27s,45.2136867,485.997,13.678,11.996,13.5549,14/05/2014,2014-03,14/05/2014
Kepler-216 b,Kepler-216,1,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,7.693641,0.079,2.35,0.21,,,,,,,,,0,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6091,1.26,,,,,4.28,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h34m54.74s,293.7280695,+46d07m44.81s,46.1291139,1187.47,14.054,12.621,13.9607,14/05/2014,2014-03,14/05/2014
Kepler-216 c,Kepler-216,1,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,17.406669,0.136,3.04,0.271,,,,,,,,,0,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6091,1.26,,,,,4.28,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h34m54.74s,293.7280695,+46d07m44.81s,46.1291139,1187.47,14.054,12.621,13.9607,14/05/2014,2014-03,14/05/2014
Kepler-217 b,Kepler-217,1,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,5.374943,0.065,2.23,0.199,,,,,,,,,0,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6171,1.8,,,,,4.03,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h32m09.06s,293.0377331,+46d16m39.08s,46.2775223,1104.64,13.155,12.103,13.1207,14/05/2014,2014-03,14/05/2014
Kepler-217 c,Kepler-217,1,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,8.586004,0.089,1.85,0.165,,,,,,,,,0,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6171,1.8,,,,,4.03,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h32m09.06s,293.0377331,+46d16m39.08s,46.2775223,1104.64,13.155,12.103,13.1207,14/05/2014,2014-03,14/05/2014
Kepler-217 d,Kepler-217,1,1,3,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,3.88689525,,1.32,0.118,,,,,,,,,0,,0.00724,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6341,1.76,1.37,0.09,[Fe/H],,4.08,2.63,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h32m09.06s,293.0377331,+46d16m39.08s,46.2775223,1104.64,13.155,12.103,13.1207,06/05/2016,2016-05,10/05/2016
Kepler-218 b,Kepler-218,1,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,3.619337,0.046,1.48,0.132,,,,,,,,,0,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5502,1.06,,,,,4.39,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h41m39.09s,295.4128785,+46d15m59.69s,46.2665801,656.38,14.035,12.311,13.9069,14/05/2014,2014-03,14/05/2014
Kepler-218 c,Kepler-218,1,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,44.699576,0.248,3.14,0.28,,,,,,,,,0,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5502,1.06,,,,,4.39,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h41m39.09s,295.4128785,+46d15m59.69s,46.2665801,656.38,14.035,12.311,13.9069,14/05/2014,2014-03,14/05/2014
Kepler-218 d,Kepler-218,1,1,3,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,124.5244647,,2.66,0.237,,,,,,,,,0,,0.02421,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5542,1.02,1.01,0.31,[Fe/H],,4.42,5.62,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h41m39.09s,295.4128785,+46d15m59.69s,46.2665801,656.38,14.035,12.311,13.9069,06/05/2016,2016-05,10/05/2016
Kepler-219 b,Kepler-219,1,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,4.585512,0.057,2.95,0.263,,,,,,,,,0,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5786,1.49,,,,,4.16,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h14m57.35s,288.7389481,+46d45m45.33s,46.7625929,787.07,13.823,12.389,13.7179,14/05/2014,2014-03,14/05/2014
Kepler-219 c,Kepler-219,1,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,22.714613,0.165,3.58,0.319,,,,,,,,,0,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5786,1.49,,,,,4.16,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h14m57.35s,288.7389481,+46d45m45.33s,46.7625929,787.07,13.823,12.389,13.7179,14/05/2014,2014-03,14/05/2014
Kepler-219 d,Kepler-219,1,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,47.903645,0.272,2.81,0.251,,,,,,,,,0,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5786,1.49,,,,,4.16,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h14m57.35s,288.7389481,+46d45m45.33s,46.7625929,787.07,13.823,12.389,13.7179,14/05/2014,2014-03,14/05/2014
Kepler-22 b,Kepler-22,1,1,1,0,Transit,2011,2012-02,Space,Kepler,0.95 m Kepler Telescope,Published Confirmed,0,<a refstr=BORUCKI_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...745..120B/abstract target=ref>Borucki et al. 2012</a>,289.8623,0.849,2.38,0.212,36,0.113,Mass,14.7,0,,262,89.764,0,186.4,0.0222,,<a refstr=BORUCKI_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...745..120B/abstract target=ref>Borucki et al. 2012</a>,G5 V,5518,0.98,0.97,-0.29,[Fe/H],-0.102,4.44,,1.458,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h16m52.13s,289.2172051,+47d53m02.91s,47.8841427,194.642,11.751,10.152,11.6444,14/05/2014,2012-02,14/05/2014
Kepler-220 b,Kepler-220,1,1,4,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,4.159807,0.046,0.81,0.072,,,,,,,,,0,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4632,0.67,,,,,4.65,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h26m01.45s,291.5060432,+46d53m44.25s,46.8956262,171.109,13.049,10.55,12.8566,14/05/2014,2014-03,14/05/2014
Kepler-220 c,Kepler-220,1,1,4,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,9.034199,0.076,1.57,0.14,,,,,,,,,0,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4632,0.67,,,,,4.65,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h26m01.45s,291.5060432,+46d53m44.25s,46.8956262,171.109,13.049,10.55,12.8566,14/05/2014,2014-03,14/05/2014
Kepler-220 d,Kepler-220,1,1,4,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,28.122397,0.163,0.98,0.087,,,,,,,,,0,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4632,0.67,,,,,4.65,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h26m01.45s,291.5060432,+46d53m44.25s,46.8956262,171.109,13.049,10.55,12.8566,14/05/2014,2014-03,14/05/2014
