hostname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,lum_class
Kepler-655,F,6170,1.24,1.15,0,[Fe/H],0.324,4.31,3.39,1.19551,IV
Kepler-59,G,6074,0.94,1.04,0.02,[Fe/H],0.324,4.51,0.26,0.89116,IV-V
Kepler-1441,G,5802,1,1,0.01,[Fe/H],0.325,4.45,3.89,0.89182,V
Kepler-87,G,5600,1.82,1.1,-0.17,[Fe/H],0.326,3.96,7.5,0.38451,IV
Kepler-507,F,6113,1.32,1.16,0.06,[Fe/H],0.326,4.26,3.8,0.64445,V
Kepler-1587,G,5933,1.22,1.08,0.07,[Fe/H],0.326,4.3,5.01,0.54468,V
Kepler-602,F,6062,1.13,1.08,-0.02,[Fe/H],0.326,4.37,3.16,0.57261,IV-V
Kepler-1619,G,5852,1,1,-0.07,[Fe/H],0.326,4.44,4.27,0.44411,V
Kepler-1519,G,5644,0.91,0.94,-0.07,[Fe/H],0.326,4.5,3.98,0.29222,IV-V
Kepler-890,G,5954,1.13,1.09,0.09,[Fe/H],0.327,4.37,3.63,1.88641,IV-V
Kepler-1514,G,6145,1.29,1.2,0.119,[Fe/H],0.328,4.29,2.9,0.787,V
TOI-1338,F,6050,1.33,1.13,0.01,[Fe/H],0.329,4,4.4,0.41101,V
Kepler-1589,F,6166,1.25,1.18,0.08,[Fe/H],0.329,4.32,2.75,0.62556,V
Kepler-434,G,5977,1.38,1.2,0.25,[Fe/H],0.33,4.24,4,0.65,V
Kepler-835,G,5954,1.11,1.08,0.08,[Fe/H],0.33,4.38,3.63,0.87917,IV-V
WASP-24,F,6075,1.42,1.43,0,[Fe/H],0.331,4.26,3.8,0.71,V
Kepler-510,G,5746,1.41,0.91,-0.35,[Fe/H],0.332,4.09,10.47,0.16971,V
Kepler-741,F,6129,1.24,1.16,0.07,[Fe/H],0.332,4.31,3.16,1.09896,IV
Kepler-923,G,5988,1.26,1.11,0.07,[Fe/H],0.333,4.28,4.68,0.72847,V
Kepler-1225,G,6140,1.19,1.13,0.01,[Fe/H],0.333,4.34,3.02,5.68003,V
Kepler-855,G,5835,1.03,1.03,0.06,[Fe/H],0.333,4.42,4.17,0.58262,V
Kepler-1569,F,6319,1.4,1.25,0.06,[Fe/H],0.335,4.24,2.45,1.38609,IV
Kepler-823,G,5643,0.96,0.98,0.06,[Fe/H],0.335,4.47,4.47,1.80327,V
WASP-31,F,6302,1.25,1.16,0.2,,0.336,4.31,1,0.82851,V
Kepler-788,F,6159,1.23,1.16,0.05,[Fe/H],0.336,4.32,3.02,0.10251,V
Kepler-1645,G,5812,1.02,1.02,0.04,[Fe/H],0.336,4.43,4.17,0.63558,V
HAT-P-32,F,6001,1.37,1.13,-0.16,[Fe/H],0.338,4.22,2.7,0.625,IV
Kepler-465,F,6310,1.29,1.23,0.09,[Fe/H],0.338,4.31,2.19,1.4944,V
K2-230,F,5945,1.39,1.11,0.1,[Fe/H],0.339,4.2,,0.64706,IV
Kepler-1445,F,6150,1.26,1.13,-0.03,[Fe/H],0.34,4.28,3.8,0.77032,V
Kepler-300,K,5986,0.9,1.07,0.04,[Fe/H],0.34,4.53,3.63,1.21929,V
Kepler-535,F,6123,1.27,1.18,0.13,[Fe/H],0.341,4.3,3.24,0.61988,V
Kepler-1617,F,6167,1.22,1.15,0.01,[Fe/H],0.341,4.32,3.02,0.30973,V
Kepler-620,F,6155,1.22,1.15,0.03,[Fe/H],0.341,4.33,3.02,0.13675,V
Kepler-79,F,6174,1.3,1.17,-0.073,[M/H],0.342,4.27,3.44,0.741,IV
K2-177,G,6063,1.21,1.21,0.41,[Fe/H],0.342,4.38,,0.3326,IV-V
Kepler-1177,G,5712,0.97,0.98,0.02,[Fe/H],0.342,4.46,4.47,0.34158,V
Kepler-347,G,6088,1,1.05,0.16,[Fe/H],0.342,4.47,0.3,0.14332,V
Kepler-1209,F,6210,1.38,1.23,0.12,[Fe/H],0.343,4.24,3.09,0.89211,IV
Kepler-1349,F,6086,1.28,1.16,0.03,[Fe/H],0.343,4.29,2.88,0.48407,V
Kepler-1250,G,5717,0.98,0.99,0.04,[Fe/H],0.343,4.46,4.57,8.08759,V
Kepler-750,F,6160,1.23,1.15,0.03,[Fe/H],0.344,4.32,3.09,0.9652,V
Kepler-182,F,6250,1.15,1.16,0.072,[M/H],0.344,4.4,3.09,0.19037,V
Kepler-1253,G,5850,1.1,0.97,-0.14,[Fe/H],0.345,4.33,7.08,0.38914,V
Kepler-1268,G,5904,1.09,1.06,0.05,[Fe/H],0.345,4.38,4.27,0.93341,IV-V
WASP-62,F,6230,1.23,1.11,0.04,[Fe/H],0.346,4.45,2.6,0.85,V
Kepler-109,F,5952,1.32,1.04,-0.08,[Fe/H],0.347,4.21,5.73,0.65,IV
Kepler-201,F,6065,1.23,1.18,-0.044,[M/H],0.348,4.29,2.19,0.81794,V
K2-75,F,5995,1.56,1.16,0.3,[Fe/H],0.349,4.12,,0.45516,IV-V
Kepler-502,F,6125,1.22,1.15,0.05,[Fe/H],0.349,4.33,3.09,0.211,V
Kepler-826,F,6079,1.15,1.05,-0.12,[Fe/H],0.349,4.34,4.37,0.73118,V
Kepler-364,F,6108,1.28,1.19,-0.031,[M/H],0.351,4.27,0.63,0.55965,V
Kepler-1193,G,5908,1.21,1.08,0.12,[Fe/H],0.351,4.31,5.01,0.48553,V
Kepler-526,G,5894,1.14,1.15,0.34,[Fe/H],0.351,4.38,2.14,0.40778,IV-V
Kepler-514,F,6106,1.44,1.28,0.36,[Fe/H],0.353,4.23,2.69,0.58348,IV
Kepler-4,G,5857,1.49,1.22,0.17,[Fe/H],0.354,4.17,4.5,0.46728,IV-V
Kepler-771,G,5906,1.05,1.03,0.01,[Fe/H],0.355,4.42,3.72,0.77515,V
Kepler-950,G,5857,1.02,1.02,0.02,[Fe/H],0.355,4.44,3.8,3.3628,V
Kepler-1491,G,5728,0.99,1,0.06,[Fe/H],0.355,4.45,4.57,0.40099,V
HAT-P-42,G,5743,1.53,1.18,0.27,[Fe/H],0.356,4.14,5.2,0.52838,IV-V
Kepler-376,G,5900,1.18,1.06,-0.104,[M/H],0.357,4.3,1.91,0.59154,V
Kepler-669,F,6038,1.2,1.15,0.14,[Fe/H],0.358,4.34,3.16,0.99415,V
Kepler-1226,G,5923,1.02,1.02,-0.08,[Fe/H],0.359,4.43,3.72,0.44856,V
Kepler-748,G,5934,1.1,1.07,0.08,[Fe/H],0.36,4.38,3.72,1.44884,IV-V
Kepler-168,F,6282,1.11,1.11,0.09,[Fe/H],0.361,4.42,2.29,0.86387,V
Kepler-23,G,5760,1.52,1.11,-0.09,[M/H],0.362,4,6,0.45155,V
K2-194,F,5979,1.28,1.11,0.1,[Fe/H],0.363,4.21,,0.75033,V
Kepler-1218,F,5986,1.1,1.06,-0.02,[Fe/H],0.363,4.38,3.8,0.21129,IV-V
Kepler-107,G,5854,1.45,1.24,0.321,[Fe/H],0.364,4.21,4.29,0.574,V
Kepler-363,G,5593,1.49,1.1,0.397,[M/H],0.365,4.15,5.25,0.30006,IV
Kepler-1072,F,6199,1.32,1.2,0.07,[Fe/H],0.365,4.27,2.88,0.63932,V
Kepler-490,F,6045,1.12,1.08,-0.02,[Fe/H],0.365,4.37,3.47,0.87558,IV-V
Kepler-903,G,5682,0.97,0.98,0.05,[Fe/H],0.365,4.46,4.79,0.09524,V
K2-249,F,6504,1.57,1.32,0.04,[Fe/H],0.366,4.16,,0.31728,IV
Kepler-1278,G,6074,1.16,1.11,0.02,[Fe/H],0.366,4.35,3.31,1.31343,V
Kepler-269,G,5847,0.96,0.92,0.02,[Fe/H],0.368,4.5,4.57,0.98784,V
HATS-61,G,5542,1.66,1.08,0.247,[Fe/H],0.369,4.03,8.9,0.33,IV
Kepler-60,G,5905,1.26,1.04,-0.09,[Fe/H],0.369,4.26,5,0.14551,V
Kepler-1054,F,6209,1.34,1.22,0.09,[Fe/H],0.369,4.26,2.82,0.06502,V
Kepler-1272,G,5926,1.09,1.06,0.06,[Fe/H],0.37,4.39,3.89,0.61921,V
Kepler-223,G,5803,1.72,1.12,0.19,[M/H],0.371,4.46,7.2,0.4236,V
Kepler-1403,G,6060,1.15,1.11,0.03,[Fe/H],0.372,4.36,3.31,1.42752,V
Kepler-1069,G,5722,0.98,0.99,0.04,[Fe/H],0.372,4.46,4.37,0.05041,V
Kepler-1622,G,6436,1.5,1.31,0.04,[Fe/H],0.373,4.2,2.19,0.82231,IV-V
Kepler-1572,G,5618,0.95,0.97,0.08,[Fe/H],0.373,4.47,4.79,2.94225,V
Kepler-320,F,6435,1.11,1.33,-0.123,[M/H],0.374,4.42,2.14,0.93157,V
Kepler-734,K,5326,0.78,0.85,-0.17,[Fe/H],0.374,4.59,2.34,0.57209,V
Kepler-745,G,5849,1.04,1.04,0.06,[Fe/H],0.376,4.42,4.07,0.48669,V
Kepler-1510,F,6200,1.28,1.19,0.04,[Fe/H],0.377,4.29,2.75,0.68214,V
HATS-65,F,6277,1.31,1.26,0.199,[Fe/H],0.377,4.3,1.78,0.788,V
Kepler-1440,G,5698,0.96,0.98,0.04,[Fe/H],0.377,4.46,4.47,0.35257,V
Kepler-907,F,6106,1.38,1.08,-0.15,[Fe/H],0.378,4.19,5.37,1.90798,V
Kepler-930,F,6335,1.4,1.25,0.04,[Fe/H],0.378,4.24,2.34,2.53706,V
Kepler-637,F,6096,2.56,1.64,0.38,[Fe/H],0.382,3.84,2.19,0.60424,IV
Kepler-1670,G,5838,1.52,1.05,-0.08,[Fe/H],0.383,4.1,0.3,0.42245,V
Kepler-212,G,5852,1.46,1.17,0.116,[M/H],0.383,4.18,2.5,0.44891,V
HAT-P-35,F,6096,1.44,1.24,0.11,,0.383,4.21,3.5,0.59,V
Kepler-1412,G,5880,1.27,1.06,0.04,[Fe/H],0.383,4.25,6.31,0.3926,V
Kepler-889,F,5961,1.25,1.14,0.19,[Fe/H],0.383,4.3,3.98,0.49688,V
Kepler-611,G,5761,1.01,1.01,0.06,[Fe/H],0.383,4.43,4.47,0.66343,V
Kepler-627,G,6424,1.49,1.3,0.05,[Fe/H],0.385,4.21,2.24,0.13053,IV-V
Kepler-698,G,5612,0.91,0.94,-0.03,[Fe/H],0.388,4.5,4.27,0.13928,IV-V
Kepler-631,F,6185,1.33,1.24,0.23,[Fe/H],0.389,4.28,2.51,0.90621,V
Kepler-1555,G,5866,1.06,1.04,0.03,[Fe/H],0.389,4.4,4.37,0.72654,V
Kepler-1615,G,5865,1.05,1.04,0.06,[Fe/H],0.389,4.42,3.89,0.01114,V
Kepler-641,G,5713,1.13,1.02,0.15,[Fe/H],0.39,4.33,7.08,1.31634,V
Kepler-677,G,5723,0.99,1,0.06,[Fe/H],0.39,4.45,4.57,0.81913,V
HAT-P-46,G,6120,1.4,1.28,0.3,[Fe/H],0.391,4.25,2.5,0.9153,V
Kepler-1581,F,6022,1.23,1.12,0.07,[Fe/H],0.391,4.31,4.17,0.50483,V
Kepler-939,G,5471,0.85,0.88,-0.12,[Fe/H],0.391,4.54,4.47,0.10184,V
Kepler-603,G,5808,1.01,1.01,0.03,[Fe/H],0.392,4.43,4.37,0.50778,V
HD 26161,G,6057.62,1.46,1.13,-0.009,[Fe/H],0.393,4.16,,0.52975,V
Kepler-1483,F,6337,1.4,1.25,0.04,[Fe/H],0.394,4.24,2.4,0.56111,V
TOI-628,F,6250,1.34,1.31,0.258,[Fe/H],0.394,4.3,1.28,0.762,V
Kepler-1213,G,6050,1.21,1.14,0.13,[Fe/H],0.395,4.33,3.47,0.5599,V
Kepler-1417,G,5839,1.02,1.02,0.02,[Fe/H],0.395,4.43,4.07,0.44314,V
Kepler-1163,F,6302,1.35,1.22,0.02,[Fe/H],0.396,4.26,2.88,0.71347,V
Kepler-384,G,5577,0.88,0.97,-0.459,[M/H],0.396,4.47,1.5,0.80039,V
Kepler-642,F,6570,1.66,1.4,0.06,[Fe/H],0.398,4.14,1.95,0.7368,IV
Kepler-1188,G,5913,1.06,1.04,0,[Fe/H],0.398,4.4,4.17,0.58322,V
Kepler-840,G,5920,1.06,1.04,0,[Fe/H],0.398,4.41,3.89,0.42192,V
Kepler-1425,G,5718,0.95,0.97,-0.03,[Fe/H],0.398,4.47,4.07,0.21194,V
K2-278,F,6747,1.61,1.4,0,[Fe/H],0.399,4.17,,0.413,IV
Kepler-1509,G,5780,0.99,1,0.03,[Fe/H],0.399,4.45,3.98,0.75163,V
HAT-P-45,F,6330,1.32,1.26,0.07,[Fe/H],0.4,4.3,2,0.45731,V
Kepler-791,G,6383,1.47,1.3,0.06,[Fe/H],0.403,4.21,2.24,0.01771,V
K2-7,G,5772,0.96,0.97,-0.07,[Fe/H],0.405,3.82,,0.34003,V
K2-108,G,5599,1.76,1.17,0.36,[Fe/H],0.405,4.02,7.8,0.806,V
KIC 3558849,F,6175,1.01,0.98,-0.42,[Fe/H],0.405,4.44,,0.48871,V
Kepler-1632,G,6137,1.19,1.12,0,[Fe/H],0.406,4.33,3.09,0.47119,V
Kepler-625,G,5789,0.96,1.04,0.1,[Fe/H],0.406,4.49,1.51,0.5185,V
Kepler-127,G,6106,1.36,1.27,0.214,[M/H],0.407,4.26,2.63,0.52724,V
Kepler-806,G,5770,1.16,0.99,0,[Fe/H],0.407,4.3,7.76,0.31224,V
Kepler-943,G,5612,0.91,0.93,-0.07,[Fe/H],0.407,4.5,4.27,0.2356,IV-V
Kepler-133,G,5736,1.43,1.02,0.282,[M/H],0.41,4.19,9.4,0.33482,V
Kepler-123,F,6089,1.26,1.01,-0.03,[Fe/H],0.41,4.28,0.48,1.28263,V
Kepler-100,G,5825,1.49,1.08,0.02,[Fe/H],0.411,4.12,6.46,0.44,V
KELT-15,F,6003,1.78,2.06,0.05,[Fe/H],0.412,4.17,,0.51,IV
K2-46,F,6256,1.29,0.96,-0.32,[Fe/H],0.413,4.2,,0.6011,V
Kepler-1570,G,5550,0.89,0.92,-0.04,[Fe/H],0.414,4.5,4.17,0.44967,V
Kepler-754,G,5935,1.08,1.06,0.05,[Fe/H],0.416,4.39,3.8,0.72319,V
Kepler-885,F,6187,1.35,1.21,0.11,[Fe/H],0.417,4.26,3.16,0.55283,V
Kepler-474,G,5785,1.08,0.99,-0.01,[Fe/H],0.417,4.36,6.76,0.35934,V
Kepler-1180,G,6077,1.14,1.09,0,[Fe/H],0.417,4.36,3.09,0.66064,V
Kepler-647,F,6020,1.07,1.03,-0.14,[Fe/H],0.418,4.39,4.27,0.46519,V
K2-175,G,5909,1.42,1.09,0.05,[Fe/H],0.419,4.11,,0.3256,V
K2-290,G,6302,1.51,1.19,-0.06,[Fe/H],0.42,4.23,4,0.485,V
Kepler-1472,F,6159,1.25,1.16,0.03,[Fe/H],0.42,4.31,3.09,0.30862,V
Kepler-1336,G,5512,1.3,0.94,0.05,[Fe/H],0.421,4.18,12.3,0.2217,V
Kepler-116,G,6142,1.45,1.21,0.04,[Fe/H],0.421,4.2,0.34,1.06053,V
Kepler-634,F,6075,1.24,1.03,-0.18,[Fe/H],0.421,4.26,5.37,0.45813,IV
Kepler-1294,G,5776,0.97,0.99,-0.03,[Fe/H],0.421,4.46,3.98,9.72741,V
Kepler-103,G,5845,1.44,1.09,0.07,[Fe/H],0.424,4.16,5.7,0.52,V
Kepler-1047,G,5754,1.13,1.08,0.29,[Fe/H],0.424,4.37,4.47,0.25738,IV-V
HATS-42,F,6060,1.48,1.27,0.22,[Fe/H],0.425,4.2,3.26,0.55,V
WASP-61,F,6250,1.55,1.82,-0.1,[Fe/H],0.425,4.26,2.7,0.69,V
HATS-45,F,6450,1.31,1.27,0.02,[Fe/H],0.425,4.3,1.52,0.79,V
Kepler-1365,G,5770,1.05,1,0.03,[Fe/H],0.425,4.39,6.03,0.28483,V
Kepler-1330,G,5608,0.94,0.97,0.08,[Fe/H],0.426,4.48,4.9,1.54105,IV-V
Kepler-1506,G,5676,0.93,0.95,-0.05,[Fe/H],0.426,4.49,3.98,0.38064,IV-V
WASP-14,F,6475,1.4,1.62,0,[Fe/H],0.427,4.07,0.75,0.83,V
Kepler-147,G,6012,1.47,1.14,0.07,[Fe/H],0.427,4.18,4.47,0.57684,V
Kepler-350,G,6186,1.53,1.19,0.041,[M/H],0.428,4.15,4,0.39737,V
Kepler-1256,G,6129,1.36,1.17,0.05,[Fe/H],0.428,4.23,3.72,0.57834,V
Kepler-1249,F,6202,1.28,1.19,0.06,[Fe/H],0.428,4.29,2.82,0.67505,V
Kepler-1605,G,5280,0.82,0.86,-0.01,[Fe/H],0.429,4.55,4.68,2.95143,V
K2-44,G,5912,1.58,1.15,0,[Fe/H],0.43,4.1,,0.32177,V
Kepler-238,G,5751,1.43,1.06,0.23,[Fe/H],0.43,4.19,6.76,0.45192,V
Kepler-1464,G,5828,1.01,1.02,0.03,[Fe/H],0.43,4.44,3.89,0.46544,V
Kepler-1596,G,5706,0.92,0.95,-0.11,[Fe/H],0.431,4.49,3.89,0.42377,IV-V
K2-225,G,5742,1.7,1.27,0.38,[Fe/H],0.433,4.08,,0.21992,V
Kepler-348,F,6177,1.36,1.27,0.07,[Fe/H],0.433,4.24,2.29,0.85967,V
HAT-P-31,F,6065,1.39,1.31,0.15,[Fe/H],0.433,4.26,3.17,0.69,V
Kepler-1597,F,6377,1.39,1.25,0.02,[Fe/H],0.434,4.24,2.4,0.816,V
WASP-3,F,6400,1.44,1.62,0,[Fe/H],0.434,4.25,2.1,0.77,V
Kepler-1591,G,6082,1.16,1.1,0.01,[Fe/H],0.434,4.35,3.24,0.92539,V
WASP-138,F,6272,1.36,1.22,-0.09,[Fe/H],0.435,4.25,3.44,0.687,V
Kepler-410 A,F,6273,1.35,1.21,0.01,[Fe/H],0.435,4.26,2.76,0.693,V
WASP-13,F,5950,1.37,0.72,0,[Fe/H],0.436,4.06,5,0.4,V
Kepler-839,G,6058,1.31,1.22,0.29,[Fe/H],0.437,4.29,2.82,0.53357,V
Kepler-1142,G,5685,0.96,0.97,0.02,[Fe/H],0.437,4.46,5.37,0.09668,V
Kepler-1135,G,5656,0.94,0.96,0.02,[Fe/H],0.437,4.47,4.47,0.57519,IV-V
Kepler-1625,G,5677,0.94,0.96,0.01,[Fe/H],0.437,4.48,4.37,0.43238,IV-V
Kepler-493,G,6457,1.54,1.36,0.11,[Fe/H],0.438,4.19,2,0.95308,V
Kepler-483,G,6346,1.47,1.28,0.09,[Fe/H],0.439,4.21,2.63,0.67513,V
Kepler-1391,G,5840,1.1,1.03,0.04,[Fe/H],0.439,4.36,5.5,0.56867,V
Kepler-524,G,6014,1.1,1.09,0.02,[Fe/H],0.439,4.39,3.02,0.45853,V
Kepler-328,G,6064,1.06,1.15,0.08,[Fe/H],0.44,4.44,2.57,0.02146,V
K2-243,F,6570,1.39,1.29,-0.03,[Fe/H],0.446,4.26,,0.35249,V
Kepler-887,F,6194,1.29,1.19,0.08,[Fe/H],0.446,4.29,3.09,0.73981,V
Kepler-1516,G,5904,1.07,1.04,0.03,[Fe/H],0.446,4.4,4.07,0.22616,V
Kepler-1239,F,6564,1.57,1.4,0.22,[Fe/H],0.447,4.2,1.62,0.485,V
Kepler-1422,F,6194,1.23,1.15,0,[Fe/H],0.447,4.32,3.02,0.43843,V
Kepler-135,G,6090,1.27,1.25,-0.105,[M/H],0.448,4.27,2.62,0.41241,V
Kepler-719,G,5777,0.98,0.99,-0.02,[Fe/H],0.448,4.45,3.98,0.68424,V
Kepler-1402,G,5416,0.87,0.9,0.03,[Fe/H],0.448,4.53,4.57,0.38709,V
WASP-63,G,5550,1.86,1.28,0.08,[Fe/H],0.449,4.01,8.3,0.28,V
Kepler-12,F,5947,1.48,1.17,0.07,[Fe/H],0.449,4.17,4,0.50824,V
Kepler-275,F,6165,1.38,1.16,0,[Fe/H],0.449,4.23,0.31,0.58429,V
Kepler-1432,G,6031,1.13,1.09,0.02,[Fe/H],0.449,4.37,3.47,1.32201,IV-V
Kepler-678,G,5520,0.91,0.94,0.07,[Fe/H],0.449,4.5,4.47,0.1231,IV-V
Kepler-1385,G,5732,1.29,1.15,0.41,[Fe/H],0.45,4.27,4.37,0.23462,V
Kepler-645,F,6170,1.21,1.13,-0.01,[Fe/H],0.451,4.33,2.95,1.07958,V
Kepler-766,G,5992,1.15,1.1,0.09,[Fe/H],0.451,4.36,3.63,0.52073,V
Kepler-1154,G,6327,1.43,1.26,0.04,[Fe/H],0.452,4.23,2.29,0.68894,V
Kepler-126,F,6239,1.36,1.18,-0.07,[Fe/H],0.452,4.25,3.39,0.55661,V
Kepler-342,G,6175,1.47,1.26,-0.001,[M/H],0.453,4.19,2.04,0.49444,V
K2-166,F,5942.5,1.6,1.07,-0.051,[M/H],0.458,4.09,,0.42293,IV-V
Kepler-1370,F,6202,1.29,1.19,0.05,[Fe/H],0.458,4.29,2.88,2.23359,V
Kepler-361,F,6169,1.34,1.17,0.024,[M/H],0.459,4.25,3.16,0.50575,V
Kepler-1093,F,6166,1.2,1.13,-0.01,[Fe/H],0.46,4.33,2.95,0.84334,V
Kepler-714,G,5995,1.12,1.09,0.04,[Fe/H],0.46,4.37,3.55,1.14941,IV-V
TOI-172,G,5645,1.78,1.13,0.148,[Fe/H],0.461,3.99,7.4,0.286,V
Kepler-356,G,6133,1.33,1.17,-0.023,[M/H],0.461,4.26,2.54,0.40888,V
Kepler-929,G,5869,1.02,1.01,-0.04,[Fe/H],0.461,4.42,3.47,0.482,V
Kepler-654,G,5865,1.11,1.04,0.04,[Fe/H],0.462,4.36,5.37,0.11232,V
HATS-35,G,6300,1.43,1.32,0.21,[Fe/H],0.465,4.24,2.13,0.628,V
Kepler-65,G,6211,1.41,1.25,0.17,[Fe/H],0.467,4.23,2.9,0.621,V
Kepler-136,F,6165,1.35,1.2,0,[M/H],0.467,4.24,2.75,0.50562,V
Kepler-25,G,6103,1.32,1.17,0.01,[M/H],0.467,4.28,4.65,0.75,V
K2-269,G,6209,1.45,1.16,-0.08,[Fe/H],0.468,4.18,,1.13,V
Kepler-1435,F,6356,1.32,1.21,-0.03,[Fe/H],0.468,4.28,2.63,0.63089,V
Kepler-1504,G,5393,0.81,0.85,-0.17,[Fe/H],0.468,4.55,4.47,0.28092,V
Kepler-1640,G,6324,1.43,1.27,0.1,[Fe/H],0.47,4.23,2.4,0.27467,V
Kepler-797,G,5680,0.95,0.96,-0.02,[Fe/H],0.47,4.47,3.89,0.72049,V
Kepler-1311,G,5748,1.4,1.05,0.09,[Fe/H],0.472,4.16,7.59,0.26664,V
Kepler-1181,F,6176,1.3,1.17,0.03,[Fe/H],0.472,4.27,3.24,1.15805,V
Kepler-1380,G,5570,0.94,0.96,0.1,[Fe/H],0.473,4.48,4.79,0.48821,IV-V
Kepler-1121,F,6231,1.59,1.29,0.12,[Fe/H],0.475,4.14,3.02,0.45721,IV-V
Kepler-772,G,5714,1.11,0.98,0.03,[Fe/H],0.475,4.33,8.13,0.5355,V
Kepler-699,K,5330,0.78,0.81,-0.26,[Fe/H],0.475,4.58,4.57,1.98053,V
Kepler-767,G,5694,0.94,0.96,-0.05,[Fe/H],0.476,4.48,4.07,32.90527,IV-V
Kepler-590,G,6000,1.15,1.1,0.07,[Fe/H],0.477,4.35,3.55,0.48383,V
Kepler-643,K,4908,2.52,1,0.13,[Fe/H],0.478,3.64,12.02,0.18503,V
Kepler-480,F,6322,1.34,1.25,0.11,[Fe/H],0.478,4.28,2.34,0.52959,V
Kepler-1621,F,6158,1.24,1.15,0.03,[Fe/H],0.478,4.31,2.69,0.81792,IV
KOI-94,G,6182,1.52,1.28,0.023,[Fe/H],0.479,4.18,3.16,0.654,V
Kepler-682,G,5559,0.89,0.92,-0.05,[Fe/H],0.48,4.51,3.98,0.62438,V
Kepler-337,G,5684,1.76,1.05,0.11,[Fe/H],0.481,4,8.2,0.23495,V
Kepler-1285,F,6170,1.28,1.2,0.16,[Fe/H],0.481,4.3,2.75,0.39075,V
Kepler-896,K,5262,0.81,0.84,-0.1,[Fe/H],0.481,4.56,5.01,0.37879,V
Kepler-1527,F,6224,1.32,1.21,0.07,[Fe/H],0.482,4.27,2.82,0.31933,V
Kepler-639,G,5896,1.29,1.14,0.23,[Fe/H],0.483,4.27,4.37,0.28471,V
Kepler-464,G,5933,1.59,1.21,0.19,[Fe/H],0.484,4.11,4.9,0.31209,IV-V
Kepler-1609,G,6132,1.27,1.18,0.1,[Fe/H],0.484,4.29,3.02,0.22412,V
Kepler-1119,G,6083,1.17,1.11,0.03,[Fe/H],0.486,4.35,3.09,0.45899,V
Kepler-1296,G,5359,0.83,0.87,-0.04,[Fe/H],0.486,4.55,4.17,0.5853,V
Kepler-1543,F,6561,1.65,1.39,0.07,[Fe/H],0.487,4.14,1.91,0.75391,V
Kepler-1041,G,5957,1.08,1.06,0.01,[Fe/H],0.489,4.4,3.55,0.07423,V
Kepler-1562,G,5760,1.05,1.02,0.11,[Fe/H],0.491,4.41,4.79,0.38317,V
Kepler-187,G,6105,1.29,1.11,-0.02,[Fe/H],0.493,4.27,3.72,0.4131,V
Kepler-910,F,6230,1.5,1.26,0.12,[Fe/H],0.494,4.19,3.39,0.41794,V
Kepler-997,F,6150,1.56,1.22,0.05,[Fe/H],0.496,4.14,3.63,0.44755,V
Kepler-789,G,5870,1.02,1.01,-0.06,[Fe/H],0.496,4.42,3.72,0.46008,V
Kepler-511,G,5770,1.2,1,0.01,[Fe/H],0.498,4.28,7.94,0.64141,V
Kepler-431,G,6004,1.09,1.07,0.07,[Fe/H],0.498,4.4,4.34,0.35793,V
Kepler-1078,G,5612,0.92,0.94,-0.01,[Fe/H],0.5,4.49,4.37,0.03994,IV-V
Kepler-1002,G,6144,1.57,1.22,0.04,[Fe/H],0.501,4.13,4.07,0.53373,V
K2-66,F,5887,1.67,1.11,-0.047,[Fe/H],0.506,4.03,,0.29907,IV
Kepler-794,G,5839,1.38,1.19,0.34,[Fe/H],0.506,4.23,4.07,1.28479,V
Kepler-915,F,6173,1.38,1.21,0.08,[Fe/H],0.506,4.24,3.39,0.44865,V
Kepler-1592,F,6213,1.28,1.18,0.04,[Fe/H],0.507,4.29,2.69,0.58289,V
Kepler-1449,G,5979,1.1,1.08,0.04,[Fe/H],0.509,4.39,3.47,0.50978,V
Kepler-36,G,5979,1.63,1.03,-0.18,[Fe/H],0.51,4.1,4.79,0.3508,V
Kepler-853,F,6350,1.55,1.3,0.07,[Fe/H],0.51,4.17,2.69,0.55852,V
Kepler-520,G,6112,1.09,1.1,-0.03,[Fe/H],0.51,4.41,2.04,1.83122,V
Kepler-214,F,6169,1.35,1.11,-0.091,[M/H],0.511,4.25,1.58,0.40253,V
Kepler-982,G,6139,1.29,1.16,0.05,[Fe/H],0.511,4.28,3.55,0.64822,V
OGLE2-TR-L9,F,6933,1.53,1.52,-0.05,[Fe/H],0.512,4.24,1,0.597,V
Kepler-381,F,6152,1.57,1.2,-0.202,[M/H],0.514,4.12,2.57,0.57605,V
Kepler-1104,F,6417,1.41,1.3,0.13,[Fe/H],0.514,4.25,2.04,0.61522,V
K2-171,K,5250,1.72,0.89,-0.09,[Fe/H],0.516,3.95,,,V
NGTS-13,G,5819,1.79,1.3,0.25,[Fe/H],0.517,4.04,4.23,0.31,IV
Kepler-216,G,6091,1.26,1.11,-0.149,[M/H],0.518,4.28,0.28,0.43582,V
Kepler-279,F,6363,1.75,1.16,-0.114,[M/H],0.519,4.05,0.22,0.06379,V
Kepler-584,F,6195,1.24,1.17,0.02,[Fe/H],0.52,4.31,2.88,0.34474,IV
Kepler-1103,G,6092,1.15,1.11,-0.01,[Fe/H],0.522,4.36,3.31,5.24102,V
Kepler-1326,F,6725,1.74,1.45,0.02,[Fe/H],0.523,4.12,1.7,0.85604,V
