pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_pubdate,disc_facility,disc_telescope,disc_instrument,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,pl_imppar,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,pl_occdep,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,rowupdate,pl_pubdate,releasedate
CoRoT-18 b,CoRoT-18,0,1,1,Transit,2011,2011-09,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,Published Confirmed,0,<a refstr=SOUTHWORTH_2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1291S/abstract target=ref>Southworth 2012</a>,1.9000693,0.0286,14.022,1.251,1039.3041,3.27000,Mass,2.07,,,1490,0,,,,6.657800,,,<a refstr=SOUTHWORTH_2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1291S/abstract target=ref>Southworth 2012</a>,,5440.00,0.92,0.86,-0.100,[Fe/H],,4.44,,1.5400,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h32m41.38s,98.1724172,-00d01m53.78s,-0.0316045,764.8890000,14.8680000,13.0140000,14.8009000,2016-01-12,2012-10,2016-01-14
CoRoT-19 b,CoRoT-19,1,1,1,Transit,2011,2012-01,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,Published Confirmed,0,<a refstr=GUENTHER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...537A.136G/abstract target=ref> Guenther et al. 2012 </a>,3.89713,0.0518,14.46,1.290,352.78,1.11000,Mass,0.71,0.047000,,2000,0,0.2400,,4.7000000,6.700000,0.07860,,<a refstr=GUENTHER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...537A.136G/abstract target=ref> Guenther et al. 2012 </a>,F9 V,6090.00,1.65,1.21,-0.020,[Fe/H],0.544,4.07,5.000,0.3800,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h28m08.06s,97.0335983,-00d10m14.63s,-0.1707293,790.6630000,14.1350000,11.8370000,13.7831000,2014-05-14,2012-01,2014-05-14
CoRoT-19 b,CoRoT-19,0,1,1,Transit,2011,2012-01,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,Published Confirmed,0,<a refstr=SOUTHWORTH_2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1291S/abstract target=ref>Southworth 2012</a>,3.89713,0.0512,13.339,1.190,346.4347,1.09000,Mass,0.798,,,1630,0,,,,6.993000,,,<a refstr=SOUTHWORTH_2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1291S/abstract target=ref>Southworth 2012</a>,,6090.00,1.58,1.18,-0.020,[Fe/H],,4.12,4.900,0.4250,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h28m08.06s,97.0335983,-00d10m14.63s,-0.1707293,790.6630000,14.1350000,11.8370000,13.7831000,2016-01-12,2012-10,2016-01-14
CoRoT-2 b,CoRoT-2,0,2,1,Transit,2008,2008-05,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,Published Confirmed,0,<a refstr=SOUTHWORTH_2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1291S/abstract target=ref>Southworth 2012</a>,1.7429935,0.02835,16.365,1.460,1134.6531,3.57000,Mass,1.427,,,1521,1,,,,6.765900,,,<a refstr=SOUTHWORTH_2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1291S/abstract target=ref>Southworth 2012</a>,,5598.00,0.90,1,0.040,[Fe/H],,4.53,1.200,1.9190,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h27m06.49s,291.7770457,+01d23m01.19s,1.3836634,213.2830000,12.5160000,10.3100000,12.2489000,2016-01-12,2012-10,2016-01-14
CoRoT-2 b,CoRoT-2,0,2,1,Transit,2008,2008-05,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,Published Confirmed,0,<a refstr=SOUTHWORTH_2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.417.2166S/abstract target=ref>Southworth 2011</a>,1.7429935,0.02854,16.477,1.470,1150.5446,3.62000,Mass,1.418,,,1548,1,,,,6.765900,,,<a refstr=SOUTHWORTH_2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.417.2166S/abstract target=ref>Southworth 2011</a>,,5696.00,0.91,1.02,0.030,[Fe/H],,4.53,0.600,1.9190,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h27m06.49s,291.7770457,+01d23m01.19s,1.3836634,213.2830000,12.5160000,10.3100000,12.2489000,2016-01-12,2011-11,2016-01-14
CoRoT-20 b,CoRoT-20,0,1,2,Transit,2011,2012-02,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,Published Confirmed,0,<a refstr=DELEUIL_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...538A.145D/abstract target=ref> Deleuil et al. 2012 </a>,9.24285,0.0902,9.42,0.840,1347.54,4.24000,Mass,8.87,0.562000,,1002,0,0.2600,,2.2248000,18.950000,0.08420,,<a refstr=DELEUIL_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...538A.145D/abstract target=ref> Deleuil et al. 2012 </a>,G2 V,5880.00,1.02,1.14,0.140,[Fe/H],,4.20,0.100,1.5100,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h30m52.90s,97.7204249,+00d13m36.82s,0.2268931,844.0610000,14.6300000,12.5130000,14.4686000,2018-07-18,2012-02,2014-05-14
CoRoT-20 b,CoRoT-20,0,1,2,Transit,2011,2012-02,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,Published Confirmed,0,<a refstr=SOUTHWORTH_2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1291S/abstract target=ref>Southworth 2012</a>,9.24285,0.0892,13.002,1.160,1608.2198,5.06000,Mass,4.0,,,1100,0,,,,14.290000,,,<a refstr=SOUTHWORTH_2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1291S/abstract target=ref>Southworth 2012</a>,,5880.00,1.34,1.11,0.140,[Fe/H],,4.23,5.900,0.6500,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h30m52.90s,97.7204249,+00d13m36.82s,0.2268931,844.0610000,14.6300000,12.5130000,14.4686000,2018-07-18,2012-10,2016-01-14
CoRoT-20 b,CoRoT-20,0,1,2,Transit,2011,2012-02,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,Published Confirmed,0,<a refstr=RAETZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.483..824R/abstract target=ref>Raetz et al. 2019</a>,9.24318,0.0891,11.209,1.000,1315.8162,4.14000,Mass,5.2,,,1024,0,0.6000,,,16.500000,0.08840,,<a refstr=RAETZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.483..824R/abstract target=ref>Raetz et al. 2019</a>,,,1.16,1.1,,,0.170,4.35,4.000,1.0000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h30m52.90s,97.7204249,+00d13m36.82s,0.2268931,844.0610000,14.6300000,12.5130000,14.4686000,2019-10-04,2019-02,2019-10-10
CoRoT-22 b,CoRoT-22,1,1,1,Transit,2014,2014-08,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,Published Confirmed,0,<a refstr=MOUTOU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.444.2783M/abstract target=ref>Moutou et al. 2014</a>,9.75598,0.092,4.88,0.435,12.2,0.03800,Mass,0.249,0.077000,,885,0,0.0120,,4.4920000,17.300000,0.03927,,<a refstr=MOUTOU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.444.2783M/abstract target=ref>Moutou et al. 2014</a>,G3 V,5939.00,1.14,1.1,0.170,[Fe/H],,4.36,3.300,1.0270,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h42m40.11s,280.6671392,+06d13m09.00s,6.2191669,627.1580000,13.8200000,11.9880000,13.7305000,2014-08-21,2014-08,2014-08-21
CoRoT-23 b,CoRoT-23,0,1,1,Transit,2011,2012-01,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,Published Confirmed,0,<a refstr=SOUTHWORTH_2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1291S/abstract target=ref>Southworth 2012</a>,3.6313,0.04809,13.227,1.180,972.5598,3.06000,Mass,2.3275,,,1710,0,,,,5.952000,,,<a refstr=SOUTHWORTH_2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1291S/abstract target=ref>Southworth 2012</a>,,5900.00,1.74,1.12,0.050,[Fe/H],,4.01,5.400,0.3010,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h39m07.84s,279.7826586,+04d21m27.91s,4.3577516,1060.9700000,15.6750000,12.3640000,15.0681000,2016-01-12,2012-10,2016-01-14
CoRoT-23 b,CoRoT-23,1,1,1,Transit,2011,2012-01,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,Published Confirmed,0,<a refstr=ROUAN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...537A..54R/abstract target=ref> Rouan et al. 2012 </a>,3.6313,0.048,11.77,1.050,889.9,2.80000,Mass,3.0,0.160000,,1660,0,0.5600,,3.8880000,6.850000,0.06710,,<a refstr=ROUAN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...537A..54R/abstract target=ref> Rouan et al. 2012 </a>,G0 V,5900.00,1.61,1.14,0.050,[Fe/H],,4.30,7.200,0.5000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h39m07.84s,279.7826586,+04d21m27.91s,4.3577516,1060.9700000,15.6750000,12.3640000,15.0681000,2014-05-14,2012-01,2014-05-14
CoRoT-24 b,CoRoT-24,1,1,2,Transit,2014,2014-07,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,Published Confirmed,0,<a refstr=ALONSO_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...567A.112A/abstract target=ref> Alonso et al. 2014</a>,5.1134,0.056,3.7,0.330,5.7,0.01800,Mass,0.9,0.000000,,1070,0,0.6500,,2.8500000,10.900000,0.03700,,<a refstr=ALONSO_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...567A.112A/abstract target=ref> Alonso et al. 2014</a>,K1 V,4950.00,0.86,0.91,0.300,[Fe/H],,4.55,11.000,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h47m41.41s,101.9225430,-03d43m09.44s,-3.7192892,591.5550000,15.3830000,12.9240000,15.1801000,2018-06-06,2014-07,2018-05-31
CoRoT-24 c,CoRoT-24,1,1,2,Transit,2014,2014-07,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,Published Confirmed,0,<a refstr=ALONSO_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...567A.112A/abstract target=ref> Alonso et al. 2014</a>,11.759,0.098,5.0,0.440,28,0.08800,Mass,1.3,0.000000,,850,0,0.3000,,4.8000000,18.000000,0.05000,,<a refstr=ALONSO_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...567A.112A/abstract target=ref> Alonso et al. 2014</a>,K1 V,4950.00,0.86,0.91,0.300,[Fe/H],,4.55,11.000,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h47m41.41s,101.9225430,-03d43m09.44s,-3.7192892,591.5550000,15.3830000,12.9240000,15.1801000,2014-06-11,2014-07,2014-06-11
CoRoT-25 b,CoRoT-25,1,1,1,Transit,2013,2013-07,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,Published Confirmed,0,<a refstr=ALMENARA_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...555A.118A/abstract target=ref> Almenara et al. 2013 </a>,4.86069,0.0578,12.11,1.080,85.81,0.27000,Mass,0.15,0.000000,,1330,0,0.9400,,1.9200000,10.200000,0.08500,,<a refstr=ALMENARA_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...555A.118A/abstract target=ref> Almenara et al. 2013 </a>,F9,6040.00,1.19,1.09,-0.010,[Fe/H],,4.31,4.500,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h42m31.12s,280.6296561,+06d30m49.76s,6.5138223,1103.4800000,14.7900000,12.8460000,14.7110000,2014-05-14,2013-07,2014-05-14
CoRoT-26 b,CoRoT-26,1,1,1,Transit,2013,2013-07,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,Published Confirmed,0,<a refstr=ALMENARA_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...555A.118A/abstract target=ref> Almenara et al. 2013 </a>,4.20474,0.0526,14.12,1.260,165.26,0.52000,Mass,0.28,0.000000,,1600,0,0.3300,,5.4700000,6.280000,0.07180,,<a refstr=ALMENARA_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...555A.118A/abstract target=ref> Almenara et al. 2013 </a>,G5,5590.00,1.79,1.09,0.010,[Fe/H],,3.99,8.600,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h39m00.12s,279.7504991,+06d58m11.22s,6.9697828,1045.1800000,15.8610000,13.2610000,15.4682000,2014-05-14,2013-07,2014-05-14
CoRoT-27 b,CoRoT-27,1,1,1,Transit,2014,2014-02,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,Published Confirmed,0,<a refstr=PARVIAINEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...562A.140P/abstract target=ref> Parviainen et al. 2014 </a>,3.57532,0.0476,11.287,1.007,3302.11,10.39000,Mass,12.6,0.065000,,1500,0,0.5400,,2.7700000,9.480000,0.09900,,<a refstr=PARVIAINEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...562A.140P/abstract target=ref> Parviainen et al. 2014 </a>,G2,5900.00,1.08,1.05,-0.100,[M/H],,4.40,4.210,1.2400,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h33m59.00s,278.4958319,+05d32m18.17s,5.5383811,1010.2800000,15.7740000,12.9850000,15.3902000,2014-05-14,2014-02,2014-05-14
CoRoT-4 b,CoRoT-4,0,1,1,Transit,2008,2008-09,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,Published Confirmed,0,<a refstr=SOUTHWORTH_2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.417.2166S/abstract target=ref>Southworth 2011</a>,9.20205,0.0912,13.002,1.160,232.33373,0.73100,Mass,0.583,,,1058,0,,,,17.094000,,,<a refstr=SOUTHWORTH_2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.417.2166S/abstract target=ref>Southworth 2011</a>,,6190.00,1.15,1.19,0.050,[Fe/H],,4.40,0.800,1.1100,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h48m46.71s,102.1946233,-00d40m22.03s,-0.6727861,726.4120000,13.6520000,12.2880000,13.5613000,2016-01-12,2011-11,2016-01-14
CoRoT-4 b,CoRoT-4,1,1,1,Transit,2008,2008-09,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,Published Confirmed,0,<a refstr=MOUTOU_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...488L..47M/abstract target=ref> Moutou et al. 2008 </a>,9.20205,0.09,13.34,1.190,228.83,0.72000,Mass,0.525,0.000000,,1074,0,,,,17.360000,0.10470,,<a refstr=MOUTOU_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...488L..47M/abstract target=ref> Moutou et al. 2008 </a>,,6190.00,1.17,1.16,,,,4.41,1.000,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h48m46.71s,102.1946233,-00d40m22.03s,-0.6727861,726.4120000,13.6520000,12.2880000,13.5613000,2014-05-14,2008-09,2014-05-14
CoRoT-5 b,CoRoT-5,1,1,1,Transit,2009,2009-10,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,Published Confirmed,0,<a refstr=RAUER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...506..281R/abstract target=ref> Rauer et al. 2009 </a>,4.0378962,0.04947,15.558,1.388,148.42,0.46700,Mass,0.217,0.090000,,1438,0,0.7550,1.461000,,,,,<a refstr=RAUER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...506..281R/abstract target=ref> Rauer et al. 2009 </a>,F9 V,6100.00,1.19,1,-0.250,[M/H],,4.19,6.900,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h45m06.54s,101.2772396,+00d48m54.78s,0.8152163,882.4720000,14.0430000,12.5460000,13.9021000,2014-05-14,2009-10,2014-05-14
CoRoT-5 b,CoRoT-5,0,1,1,Transit,2009,2009-10,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,Published Confirmed,0,<a refstr=RAETZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.483..824R/abstract target=ref>Raetz et al. 2019</a>,4.0379156,0.0495,14.079,1.256,145.88397,0.45900,Mass,0.288,,,1397,0,0.7600,,,9.540000,0.11550,,<a refstr=RAETZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.483..824R/abstract target=ref>Raetz et al. 2019</a>,,,1.11,0.99,,,0.180,4.34,6.310,1.0100,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h45m06.54s,101.2772396,+00d48m54.78s,0.8152163,882.4720000,14.0430000,12.5460000,13.9021000,2019-10-04,2019-02,2019-10-10
CoRoT-5 b,CoRoT-5,0,1,1,Transit,2009,2009-10,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,Published Confirmed,0,<a refstr=SOUTHWORTH_2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.417.2166S/abstract target=ref>Southworth 2011</a>,4.0378962,0.05004,13.249,1.182,149.3801,0.47000,Mass,0.354,,,1348,0,,,,10.235000,,,<a refstr=SOUTHWORTH_2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.417.2166S/abstract target=ref>Southworth 2011</a>,,6100.00,1.05,1.02,-0.250,[Fe/H],,4.41,3.900,1.2000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h45m06.54s,101.2772396,+00d48m54.78s,0.8152163,882.4720000,14.0430000,12.5460000,13.9021000,2016-01-12,2011-11,2016-01-14
CoRoT-6 b,CoRoT-6,1,1,1,Transit,2009,2010-03,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,Published Confirmed,0,<a refstr=FRIDLUND_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...512A..14F/abstract target=ref> Fridlund et al. 2010 </a>,8.886593,0.0855,13.068,1.166,940.74,2.96000,Mass,2.32,0.100000,,1017,0,0.2910,,4.0800000,17.940000,0.11690,,<a refstr=FRIDLUND_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...512A..14F/abstract target=ref> Fridlund et al. 2010 </a>,F9 V,6090.00,1.02,1.05,-0.200,[Fe/H],,4.43,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h44m17.41s,281.0725563,+06d39m47.54s,6.6632062,645.2940000,13.9610000,12.1190000,13.7459000,2014-05-14,2010-03,2014-05-14
CoRoT-6 b,CoRoT-6,0,1,1,Transit,2009,2010-03,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,Published Confirmed,0,<a refstr=SOUTHWORTH_2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.417.2166S/abstract target=ref>Southworth 2011</a>,8.886593,0.0855,13.283,1.185,940.7768,2.96000,Mass,2.21,,,1025,0,,,,17.637000,,,<a refstr=SOUTHWORTH_2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.417.2166S/abstract target=ref>Southworth 2011</a>,,6090.00,1.04,1.05,-0.200,[Fe/H],,4.42,2.500,1.3100,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h44m17.41s,281.0725563,+06d39m47.54s,6.6632062,645.2940000,13.9610000,12.1190000,13.7459000,2016-01-12,2011-11,2016-01-14
CoRoT-7 b,CoRoT-7,0,1,2,Transit,2009,2009-10,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,Published Confirmed,0,<a refstr=SOUTHWORTH_2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.417.2166S/abstract target=ref>Southworth 2011</a>,0.853585,0.0169,1.861,0.166,6.99226,0.02200,Mass,6.0,,,1910,0,,,,3.788000,,,<a refstr=SOUTHWORTH_2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.417.2166S/abstract target=ref>Southworth 2011</a>,,5250.00,0.96,0.88,0.120,[Fe/H],,4.42,,1.4100,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,159.9060000,11.7280000,9.8060000,11.5239000,2018-04-25,2011-11,2016-01-14
CoRoT-7 b,CoRoT-7,0,1,2,Transit,2009,2009-10,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,Published Confirmed,0,<a refstr=BARROS_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...569A..74B/abstract target=ref>Barros et al. 2014</a>,0.85359159,0.017016,1.585,0.141,5.74,0.01800,Mass,7.5,0.000000,,1756,0,0.7130,,1.0590000,4.484000,0.01784,,<a refstr=BARROS_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...569A..74B/abstract target=ref>Barros et al. 2014</a>,,5259.00,0.82,0.91,0.138,[Fe/H],,4.57,1.320,2.3540,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,159.9060000,11.7280000,9.8060000,11.5239000,2018-04-25,2014-07,2015-03-05
CoRoT-8 b,CoRoT-8,0,1,1,Transit,2010,2010-09,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,Published Confirmed,0,<a refstr=RAETZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.483..824R/abstract target=ref>Raetz et al. 2019</a>,6.212445,0.0636,6.938,0.619,69.28694,0.21800,Mass,1.1,,,870,0,0.5400,,,13.700000,0.08490,,<a refstr=RAETZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.483..824R/abstract target=ref>Raetz et al. 2019</a>,,,0.80,0.89,,,-0.400,4.58,1.700,2.4400,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h26m21.26s,291.5885696,+01d25m34.67s,1.4262972,322.0370000,14.7920000,11.4630000,14.2195000,2019-10-04,2019-02,2019-10-10
CoRoT-8 b,CoRoT-8,0,1,1,Transit,2010,2010-09,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,Published Confirmed,0,<a refstr=SOUTHWORTH_2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.417.2166S/abstract target=ref>Southworth 2011</a>,6.21229,0.0633,7.981,0.712,68.65128,0.21600,Mass,0.74,,,922,0,,,,15.175000,,,<a refstr=SOUTHWORTH_2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.417.2166S/abstract target=ref>Southworth 2011</a>,,5080.00,0.90,0.88,0.310,[Fe/H],,4.47,,1.7000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h26m21.26s,291.5885696,+01d25m34.67s,1.4262972,322.0370000,14.7920000,11.4630000,14.2195000,2016-01-12,2011-11,2016-01-14
CoRoT-9 b,CoRoT-9,0,2,1,Transit,2009,2010-03,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,Published Confirmed,0,<a refstr=SOUTHWORTH_2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.417.2166S/abstract target=ref>Southworth 2011</a>,95.2738,0.4027,11.624,1.037,262.52758,0.82600,Mass,0.92,,,413,0,,,,92.336100,,,<a refstr=SOUTHWORTH_2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.417.2166S/abstract target=ref>Southworth 2011</a>,,5625.00,0.94,0.96,-0.010,[Fe/H],,4.48,,1.6300,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h43m08.80s,280.7866461,+06d12m14.68s,6.2040783,412.9800000,13.6370000,11.6880000,13.5008000,2017-12-12,2011-11,2016-01-14
