hostname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,lum_class,sub_class
WASP-4,G,5400,0.89,0.86,-0.07,[Fe/H],-0.179,4.47,7,1.711,V,8
WASP-43,K,4400,0.6,0.58,-0.01,[Fe/H],-0.825,4.49,7,2.526,V,7
WASP-44,G,5420,0.91,0.94,-0.003,[Fe/H],-0.198,4.49,10.3,1.77,V,8
WASP-45,K,5150,0.85,0.85,-0.03,[Fe/H],-0.336,4.5,12.7,1.92,V,2
WASP-46,G,5600,0.86,0.83,-0.3,[Fe/H],-0.111,4.49,9.6,1.845,V,6
WASP-49,G,5600,0.97,0.92,-0.23,[Fe/H],-0.053,4.5,11.9,1.43,V,6
WASP-5,G,5700,1.03,0.96,0.09,[Fe/H],0.067,4.39,5.4,1.24,IV-V,5
WASP-52,K,5000,0.79,0.87,0.03,[Fe/H],-0.354,4.58,0.4,2.48,V,2
WASP-54,F,6100,1.76,1.08,-0.27,[Fe/H],0.575,4,6.9,0.28,V,9
WASP-56,G,5600,0.96,0.71,0.12,[Fe/H],0.103,4.5,6.2,1.14,V,6
WASP-57,G,5600,0.93,0.89,-0.25,[Fe/H],-0.005,4.45,2.6,1.568,V,6
WASP-58,G,5800,1.22,1.06,-0.45,[Fe/H],0.16,4.27,12.8,0.83,V,2
WASP-59,K,4650,0.61,0.72,-0.15,[Fe/H],-0.794,4.72,0.5,4.38,V,5
WASP-60,G,5900,1.17,1.19,-0.04,[Fe/H],0.347,4.2,1.7,1.03,V,1
WASP-64,G,5400,1.06,1,-0.08,[Fe/H],-0.022,4.39,1.2,1.196,V,7
WASP-65,G,5600,1.01,0.93,-0.07,[Fe/H],0.055,4.4,8,1.28,V,6
WASP-68,G,5910,1.79,1.49,0.22,[Fe/H],0.505,4.17,5.7,0.36,V,0
WASP-69,K,4700,0.86,0.98,0.15,[Fe/H],-0.468,4.5,7,2.18,V,5
WASP-70 A,G,5763,1.22,1.11,-0.006,[Fe/H],0.162,4.31,9.5,0.872,V,4
WASP-71,F,6050,1.82,0.76,0.15,[Fe/H],0.768,3.9,3,0.18,V,8
WASP-72,F,6250,2.18,2.78,-0.06,[Fe/H],0.724,4.09,3.2,0.38,IV-V,7
WASP-73,F,6030,2.55,2.52,0.14,[Fe/H],0.795,3.93,4.3,0.21,IV,9
WASP-74,F,5990,1.42,0.98,0.39,[Fe/H],0.4,4.39,3.7,0.48,V,9
WASP-75,F,6100,1.26,1.14,0.07,[Fe/H],0.304,4.29,3.5,0.79,V,9
WASP-76,F,6250,1.73,1.46,0.23,[Fe/H],0.689,4.13,5.3,0.403,IV-V,7
WASP-77 A,G,5365,1.09,1.49,-0.34,[Fe/H],-0.113,4.33,1,1.64,V,8
WASP-8,G,5600,1.03,1.34,0.17,[Fe/H],-0.058,4.5,4,1.74,V,8
WASP-80,K,4143,0.59,0.58,-0.13,[Fe/H],-1.04,4.66,7,4.05,V,7
WASP-82,F,6480,2.1,1.48,0.12,[Fe/H],0.794,3.96,,0.22,V,5
WASP-83,G,5510,1.05,1.11,0.29,[Fe/H],-0.05,4.44,5,1.4,V,8
WASP-84,K,5314,0.75,0.84,0,[Fe/H],-0.325,4.4,1,2.839,V,0
WASP-85 A,G,6112,0.94,1.09,0.118,[M/H],-0.071,4.5,,1.875,V,5
WASP-88,F,6430,1.8,0.94,-0.08,[Fe/H],0.724,3.96,3,0.23,V,6
WASP-89,K,5130,0.88,0.92,0.15,[Fe/H],-0.343,4.51,1.3,1.92,V,3
WASP-90,F,6430,1.98,1.55,0.11,[Fe/H],0.63,4.03,4.4,0.28,IV,6
WASP-91,K,4920,0.86,0.84,0.19,[Fe/H],-0.383,4.3,,1.83,V,3
WASP-92,F,6280,1.34,1.19,0,[Fe/H],0.275,4.26,2.29,0.697,V,7
WASP-93,F,6700,1.52,1.33,0.07,[Fe/H],0.618,4.2,0.7,0.53,V,4
WASP-94 A,F,6170,1.48,1.67,0.26,[Fe/H],0.51,4.27,2.7,0.73,V,8
WASP-94 B,F,6040,1.35,1.24,0.23,[Fe/H],0.351,4.26,4,0.54332,IV,9
WASP-95,G,5830,1.23,1.46,0.14,[Fe/H],0.178,4.36,2.4,1.09,V,2
WASP-96,G,5540,1.05,1.06,0.14,[Fe/H],0.032,4.42,8,1.299,V,8
WASP-97,G,5640,1.08,1.18,0.23,[Fe/H],0.071,4.45,4.8,1.34,V,5
WASP-98,G,5473,0.74,0.81,-0.49,[Fe/H],-0.358,4.61,2.7,2.801,V,7
WASP-99,F,6150,1.64,1.21,0.21,[Fe/H],0.543,4.3,3,0.39,V,8
Wendelstein-1,K,4251,0.61,0.65,,,-0.938,4.55,,2.5907,V,7
Wendelstein-2,K,4591,0.66,0.73,,,-0.834,4.53,,2.35899,V,6
Wolf 1061,M,3342,0.31,0.29,-0.09,[Fe/H],-1.991,4.9,,12.74782,V,3
Wolf 503,K,4716,0.69,0.69,-0.47,[Fe/H],-0.644,4.62,11,4.10627,V,3
WTS-1,F,6250,1.15,1.2,-0.5,[Fe/H],0.088,4.4,2.55,1.1129,V,6
WTS-2,K,5000,0.75,0.82,0.2,[Fe/H],-0.288,4.6,0.6,2.72,V,2
xi Aql,G,4780,12,2.2,-0.205,[Fe/H],1.839,2.66,7.1,,III,9
XO-1,G,5750,0.88,0.88,0.02,[Fe/H],-0.086,4.51,0.9,1.79,V,1
XO-2 N,K,5340,0.99,0.97,0.43,,-0.088,4.43,7.8,1.41,V,0
XO-3,F,6429,1.54,0.58,-0.18,[Fe/H],0.706,3.95,2.82,0.22,V,5
XO-4,F,6397,1.45,1.1,-0.04,[Fe/H],0.536,4.18,2.1,0.5,V,5
XO-5,G,5430,1.13,1.04,0.05,[Fe/H],-0.06,4.35,8.5,1.01,V,8
XO-6,F,6720,1.93,1.47,-0.07,[Fe/H],0.536,4.04,1.88,1,IV,5
XO-7,G,6250,1.48,1.41,0.432,[Fe/H],0.431,4.25,1.18,0.45108,V,0
YSES 2,K,4749,1.19,1.1,,,-0.185,4.25,0.014,0.82845,V,1
