pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_pubdate,disc_locale,disc_facility,disc_telescope,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_dens,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag
BD-17 63 b,BD-17 63,1,1,Radial Velocity,2008,2009-03-01T01:00:00Z,Ground,La Silla Observatory,3.6 m ESO Telescope,0,655.6,1.34,12.8,1.15,1620.9,5.1,4.25,Msini,0.54,,,0,K5 V,4714,0.69,0.74,-0.03,[Fe/H],-0.678,4.26,4.3,2.75844,00h28m33.92s,7.1413494,-16d13m38.37s,-16.2273254,34.4603,9.62,6.914,9.20112
CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,1,1,Imaging,2011,2011-10-01T00:00:00Z,Ground,W. M. Keck Observatory,10 m Keck II Telescope,0,10037.5,2.6,12.4,1.11,3337.1,10.5,9.62,Mass,,,370,0,,580.5,,0.02,,,,4.72,,,14h58m29.00s,224.6208333,+10d13m43.0s,10.2286111,23.1,,,
CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,1,1,Imaging,2021,2020-12-01T01:00:00Z,Space,Hubble Space Telescope,2.4 m Hubble Space Telescope,0,8040000,200,20.849,1.86,2479.06157,7.8,1.5,Mass,,,1800,0,M9-L1,2320,0.24,0.01,,,-2.85,3.85,0.003,,16h27m44.23s,246.934277,-23d58m52.14s,-23.98115,,,14.593,
CHXR 73 b,CHXR 73,1,1,Imaging,2006,2006-10-01T00:00:00Z,Space,Hubble Space Telescope,2.4 m Hubble Space Telescope,0,,210,12.3,1.1,3994.486,12.569,11.8,Mass,,,,0,M3.5,3099,,0.35,,,,,0.002,,11h06m28.66s,166.6193985,-77d37m33.14s,-77.6258725,190.374,,10.703,17.2934
CI Tau b,CI Tau,1,1,Radial Velocity,2019,2019-06-01T00:00:00Z,Ground,Multiple Observatories,Multiple Telescopes,0,8.9891,,12.4,1.11,3686.828,11.6,10.6,Mass,0.25,,,0,K7,3807,1.88,0.9,,,-0.108,,0.003,,04h33m52.02s,68.4667685,+22d50m29.83s,22.8416192,157.998,13.642,7.793,12.1454
CT Cha b,CT Cha,1,1,Imaging,2007,2008-11-01T01:00:00Z,Ground,Paranal Observatory,8.2 m ESO VLT UT4 Yepun Telescope,0,,440,24.66,2.2,5403,17,1.98,Mass,,,2600,0,K5e,4403,1.68,,-0.56,[Fe/H],-0.102,3.66,0.002,,11h04m09.00s,166.0375038,-76d27m19.33s,-76.4553693,190.72,12.335,8.661,11.7733
CoRoT-1 b,CoRoT-1,1,1,Transit,2008,2008-05-01T00:00:00Z,Space,CoRoT,0.27 m CoRoT Telescope,0,1.5089557,0.02752,16.7,1.49,327.35,1.03,0.38,Mass,0,,1898,0,G0 V,5950,1.11,0.95,-0.3,[M/H],0.298,4.25,1.6,0.93,06h48m19.17s,102.0798591,-03d06m07.70s,-3.1021394,787.909,13.623,12.149,13.457
CoRoT-10 b,CoRoT-10,1,1,Transit,2010,2010-09-01T00:00:00Z,Space,CoRoT,0.27 m CoRoT Telescope,0,13.2406,0.1055,10.87,0.97,874,2.75,3.7,Mass,0.53,,600,0,K1 V,5075,0.79,0.89,0.26,[Fe/H],-0.726,4.65,3,3.32,19h24m15.28s,291.0636813,+00d44m45.65s,0.7460143,338.386,15.293,11.782,14.6645
CoRoT-11 b,CoRoT-11,1,1,Transit,2010,2010-12-01T01:00:00Z,Space,CoRoT,0.27 m CoRoT Telescope,0,2.99433,0.0436,16.03,1.43,740.51,2.33,0.99,Mass,0,,1657,0,F6 V,6440,1.37,1.27,-0.03,[Fe/H],0.378,4.22,2,0.69,18h42m44.95s,280.6872998,+05d56m15.57s,5.9376586,655.037,12.897,11.248,12.841
CoRoT-12 b,CoRoT-12,1,1,Transit,2010,2010-09-01T00:00:00Z,Space,CoRoT,0.27 m CoRoT Telescope,0,2.828042,0.04016,16.14,1.44,291.438,0.917,0.411,Mass,0.07,,1442,0,,5675,1.12,1.08,0.16,[Fe/H],0.07,4.38,6.3,1.08,06h43m03.76s,100.7656871,-01d17m47.20s,-1.2964437,1126.37,15.588,13.557,15.3453
CoRoT-13 b,CoRoT-13,1,1,Transit,2010,2010-11-01T01:00:00Z,Space,CoRoT,0.27 m CoRoT Telescope,0,4.03519,0.051,9.92,0.885,415.704,1.308,2.34,Mass,0,,1700,0,G0 V,5945,1.01,1.09,0.01,[Fe/H],0.073,4.46,1.635,1.468,06h50m53.07s,102.7211432,-05d05m11.24s,-5.0864557,1148.93,15.005,13.376,14.9147
CoRoT-14 b,CoRoT-14,1,1,Transit,2010,2011-04-01T00:00:00Z,Space,CoRoT,0.27 m CoRoT Telescope,0,1.51214,0.027,12.22,1.09,2415.4,7.6,7.3,Mass,0,,1952,0,F9 V,6035,1.21,1.13,0.05,[Fe/H],0.119,4.35,4.2,0.91,06h53m41.81s,103.4242023,-05d32m09.74s,-5.5360385,1744.6,15.932,13.806,15.8116
CoRoT-16 b,CoRoT-16,1,1,Transit,2011,2012-05-01T00:00:00Z,Space,CoRoT,0.27 m CoRoT Telescope,0,5.35227,0.0618,13.11,1.17,170.032,0.535,0.44,Mass,0.33,,,0,G5 V,5650,1.19,1.1,0.19,[M/H],-0.435,4.36,6.73,0.93,18h34m05.92s,278.5246658,-06d00m09.37s,-6.0026026,732.409,16.052,12.847,15.6507
CoRoT-17 b,CoRoT-17,1,1,Transit,2011,2011-07-01T00:00:00Z,Space,CoRoT,0.27 m CoRoT Telescope,0,3.7681,0.0461,11.43,1.02,772.29,2.43,2.82,Mass,0,,1626,0,G2 V,5740,1.59,1.04,0,[Fe/H],0.134,4.4,10.7,0.32,18h34m47.82s,278.699236,-06d36m44.24s,-6.612288,1176.12,16.29,12.472,15.4368
CoRoT-18 b,CoRoT-18,1,1,Transit,2011,2011-09-01T00:00:00Z,Space,CoRoT,0.27 m CoRoT Telescope,0,1.9000693,0.0295,14.68,1.31,1102.82,3.47,2.2,Mass,0.08,,1550,0,G9 V,5440,1,0.95,-0.1,[Fe/H],-0.17,4.4,0.032,1.35,06h32m41.38s,98.1724172,-00d01m53.78s,-0.0316045,764.889,14.868,13.014,14.8009
CoRoT-19 b,CoRoT-19,1,1,Transit,2011,2012-01-01T01:00:00Z,Space,CoRoT,0.27 m CoRoT Telescope,0,3.89713,0.0518,14.46,1.29,352.78,1.11,0.71,Mass,0.047,,2000,0,F9 V,6090,1.65,1.21,-0.02,[Fe/H],0.544,4.07,5,0.38,06h28m08.06s,97.0335983,-00d10m14.63s,-0.1707293,790.663,14.135,11.837,13.7831
CoRoT-2 b,CoRoT-2,2,1,Transit,2008,2008-05-01T00:00:00Z,Space,CoRoT,0.27 m CoRoT Telescope,0,1.7429935,0.02798,16.432,1.466,1102.82,3.47,1.47,Mass,0.0143,,1521,1,,5625,0.91,0.96,0.04,[Fe/H],-0.131,4.53,2.7,1.814,19h27m06.49s,291.7770457,+01d23m01.19s,1.3836634,213.283,12.516,10.31,12.2489
CoRoT-20 b,CoRoT-20,1,2,Transit,2011,2012-02-01T01:00:00Z,Space,CoRoT,0.27 m CoRoT Telescope,0,9.24285,0.09,9.416,0.84,1366.669,4.3,8.87,Mass,0.59,,1024,0,G2 V,5880,1.02,1.14,0.14,,0.17,4.35,0.1,1.51,06h30m52.90s,97.7204249,+00d13m36.82s,0.2268931,844.061,14.63,12.513,14.4686
CoRoT-20 c,CoRoT-20,1,2,Radial Velocity,2018,2018-07-01T00:00:00Z,Ground,Multiple Observatories,Multiple Telescopes,0,1675,2.9,12.2,1.09,5403.11,17,16.4,Msini,0.6,,,0,G2 V,4947.5,1.37,1.14,0.14,,0.006,4.35,0.1,1.51,06h30m52.90s,97.7204249,+00d13m36.82s,0.2268931,844.061,14.63,12.513,14.4686
CoRoT-21 b,CoRoT-21,1,1,Transit,2012,2012-09-01T00:00:00Z,Space,CoRoT,0.27 m CoRoT Telescope,0,2.72474,0.0417,14.572,1.3,718.2958,2.26,1.36,Mass,0,,,0,F8 IV,6200,1.95,1.29,0,[Fe/H],0.705,3.7,4.1,0.255,06h44m12.63s,101.0526207,-00d17m56.96s,-0.2991544,1398.834197,16.058,13.813,15.8558
CoRoT-22 b,CoRoT-22,1,1,Transit,2014,2014-08-01T00:00:00Z,Space,CoRoT,0.27 m CoRoT Telescope,0,9.75598,0.092,4.88,0.435,12.2,0.038,0.249,Mass,0.077,,885,0,G3 V,5939,1.14,1.1,0.17,[Fe/H],0.014,4.36,3.3,1.027,18h42m40.11s,280.6671392,+06d13m09.00s,6.2191669,627.158,13.82,11.988,13.7305
CoRoT-23 b,CoRoT-23,1,1,Transit,2011,2012-01-01T01:00:00Z,Space,CoRoT,0.27 m CoRoT Telescope,0,3.6313,0.048,11.77,1.05,889.9,2.8,3,Mass,0.16,,1660,0,G0 V,5900,1.61,1.14,0.05,[Fe/H],0.087,4.3,7.2,0.5,18h39m07.84s,279.7826586,+04d21m27.91s,4.3577516,1060.97,15.675,12.364,15.0681
CoRoT-24 b,CoRoT-24,1,2,Transit,2014,2014-07-01T00:00:00Z,Space,CoRoT,0.27 m CoRoT Telescope,0,5.1134,0.056,3.7,0.33,5.7,0.018,0.9,Mass,0,,1070,0,K1 V,4950,0.86,0.91,0.3,[Fe/H],-0.601,4.55,11,1.94863,06h47m41.41s,101.922543,-03d43m09.44s,-3.7192892,591.555,15.383,12.924,15.1801
CoRoT-24 c,CoRoT-24,1,2,Transit,2014,2014-07-01T00:00:00Z,Space,CoRoT,0.27 m CoRoT Telescope,0,11.759,0.098,5,0.44,28,0.088,1.3,Mass,0,,850,0,K1 V,4950,0.86,0.91,0.3,[Fe/H],-0.601,4.55,11,1.94863,06h47m41.41s,101.922543,-03d43m09.44s,-3.7192892,591.555,15.383,12.924,15.1801
CoRoT-25 b,CoRoT-25,1,1,Transit,2013,2013-07-01T00:00:00Z,Space,CoRoT,0.27 m CoRoT Telescope,0,4.86069,0.0578,12.11,1.08,85.81,0.27,0.15,Mass,0,,1330,0,F9,6040,1.19,1.09,-0.01,[Fe/H],0.141,4.31,4.5,0.64637,18h42m31.12s,280.6296561,+06d30m49.76s,6.5138223,1103.48,14.79,12.846,14.711
CoRoT-26 b,CoRoT-26,1,1,Transit,2013,2013-07-01T00:00:00Z,Space,CoRoT,0.27 m CoRoT Telescope,0,4.20474,0.0526,14.12,1.26,165.26,0.52,0.28,Mass,0,,1600,0,G5,5590,1.79,1.09,0.01,[Fe/H],0.451,3.99,8.6,,18h39m00.12s,279.7504991,+06d58m11.22s,6.9697828,1045.18,15.861,13.261,15.4682
CoRoT-27 b,CoRoT-27,1,1,Transit,2014,2014-02-01T01:00:00Z,Space,CoRoT,0.27 m CoRoT Telescope,0,3.57532,0.0476,11.287,1.007,3302.11,10.39,12.6,Mass,0.065,,1500,0,G2,5900,1.08,1.05,-0.1,[M/H],-0.166,4.4,4.21,1.24,18h33m59.00s,278.4958319,+05d32m18.17s,5.5383811,1010.28,15.774,12.985,15.3902
CoRoT-28 b,CoRoT-28,1,1,Transit,2015,2015-07-01T00:00:00Z,Space,CoRoT,0.27 m CoRoT Telescope,0,5.20851,0.0603,10.705,0.955,153.82972,0.484,0.69,Mass,0.047,,,0,G8/9 IV,5150,1.78,1.01,0.15,[Fe/H],0.388,3.6,12,0.27,18h34m45.20s,278.6883216,+05d34m25.29s,5.5736911,766.183,13.783,11.032,13.4119
CoRoT-29 b,CoRoT-29,1,1,Transit,2015,2015-07-01T00:00:00Z,Space,CoRoT,0.27 m CoRoT Telescope,0,2.85057,0.0386,10.088,0.9,270.1555,0.85,1.45,Mass,0.082,,,0,K0 V,5260,0.9,0.97,0.2,[Fe/H],-0.094,4.3,4.5,1.825,18h35m36.50s,278.9020691,+06d28m46.45s,6.4795703,806.507,15.408,13.048,15.2394
CoRoT-3 b,CoRoT-3,1,1,Transit,2008,2008-12-01T01:00:00Z,Space,CoRoT,0.27 m CoRoT Telescope,0,4.2568,0.05783,11.32,1.01,6883.91,21.66,26.4,Mass,0,,1695,0,F3 V,6740,1.56,1.37,0.14,[Fe/H],0.391,4.22,2.2,0.431,19h28m13.27s,292.0552827,+00d07m18.61s,0.1218359,768.771,13.448,11.618,13.2188
CoRoT-30 b,CoRoT-30,1,1,Transit,2020,2020-03-01T01:00:00Z,Space,CoRoT,0.27 m CoRoT Telescope,0,9.06005,0.0844,11.31,1.009,921.707,2.9,3.45,Mass,0.007,,,0,G3 V,5650,0.91,0.98,0.02,[Fe/H],-0.197,4.4,3,1.54162,18h30m24.28s,277.6011767,+06d50m09.36s,6.8359338,1032.23,15.571,13.562,15.413
CoRoT-31 b,CoRoT-31,1,1,Transit,2020,2020-03-01T01:00:00Z,Space,CoRoT,0.27 m CoRoT Telescope,0,4.62941,0.0586,16.365,1.46,266.9772,0.84,0.33,Mass,0.02,,,0,G2 IV,5700,2.15,1.25,0,[Fe/H],0.398,3.85,4.7,0.1518,06h19m16.98s,94.820735,-04d25m20.27s,-4.4222978,2005.76,15.479,13.426,15.4655
CoRoT-4 b,CoRoT-4,1,1,Transit,2008,2008-09-01T00:00:00Z,Space,CoRoT,0.27 m CoRoT Telescope,0,9.20205,0.09,13.34,1.19,228.83,0.72,0.525,Mass,0,,1074,0,,6190,1.17,1.16,0.05,,0.185,4.41,1,1.11,06h48m46.71s,102.1946233,-00d40m22.03s,-0.6727861,726.412,13.652,12.288,13.5613
CoRoT-5 b,CoRoT-5,1,1,Transit,2009,2009-10-01T00:00:00Z,Space,CoRoT,0.27 m CoRoT Telescope,0,4.0378962,0.04947,15.558,1.388,148.42,0.467,0.217,Mass,0.09,,1438,0,F9 V,6100,1.19,1,-0.25,[M/H],0.18,4.19,6.9,1.01,06h45m06.54s,101.2772396,+00d48m54.78s,0.8152163,882.472,14.043,12.546,13.9021
CoRoT-6 b,CoRoT-6,1,1,Transit,2009,2010-03-01T01:00:00Z,Space,CoRoT,0.27 m CoRoT Telescope,0,8.886593,0.0855,13.068,1.166,940.74,2.96,2.32,Mass,0.1,,1017,0,F9 V,6090,1.02,1.05,-0.2,[Fe/H],0.026,4.43,2.5,1.31,18h44m17.41s,281.0725563,+06d39m47.54s,6.6632062,645.294,13.961,12.119,13.7459
CoRoT-7 b,CoRoT-7,1,2,Transit,2009,2009-10-01T00:00:00Z,Space,CoRoT,0.27 m CoRoT Telescope,0,0.85359163,0.017016,1.681,0.15,4.07661,0.01283,6.61,Mass,0,,1756,0,G9 V,5275,0.83,0.82,0.05,[Fe/H],-0.289,4.5,1.75,2,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,159.906,11.728,9.806,11.5239
CoRoT-7 c,CoRoT-7,1,2,Radial Velocity,2009,2009-10-01T00:00:00Z,Space,CoRoT,0.27 m CoRoT Telescope,0,3.698,0.046,2.83,0.253,8.4,0.02643,2.04,Mass,0,,,0,G9 V,5256,0.86,0.9,0.06,[M/H],-0.289,4.52,1.75,1.96324,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,159.906,11.728,9.806,11.5239
CoRoT-8 b,CoRoT-8,1,1,Transit,2010,2010-09-01T00:00:00Z,Space,CoRoT,0.27 m CoRoT Telescope,0,6.21229,0.063,6.39,0.57,69.92,0.22,1.6,Mass,0,,870,0,K1 V,5080,0.77,0.88,0.3,[M/H],-0.4,4.58,3,2.7,19h26m21.26s,291.5885696,+01d25m34.67s,1.4262972,322.037,14.792,11.463,14.2195
CoRoT-9 b,CoRoT-9,2,1,Transit,2009,2010-03-01T01:00:00Z,Space,CoRoT,0.27 m CoRoT Telescope,0,95.272656,0.4021,11.949,1.066,266.9772,0.84,0.86,Mass,0.133,,420,0,G3 V,5625,0.96,0.96,-0.01,[Fe/H],-0.254,4.54,6,1.51,18h43m08.80s,280.7866461,+06d12m14.68s,6.2040783,412.98,13.637,11.688,13.5008
CoRoTID 223977153 b,CoRoTID 223977153,1,1,Transit,2017,2018-01-01T01:00:00Z,Space,CoRoT,0.27 m CoRoT Telescope,0,6.71837,0.071,6.389,0.57,47.6745,0.15,1.1,Mass,,132.26,938,0,G0 VI,5970,0.79,1.08,0,[Fe/H],-0.155,4.67,,1.57283,06h40m46.84s,100.1951714,+09d15m26.62s,9.2573953,576.683,13.626,12.193,13.5867
DE CVn b,DE CVn,2,1,Eclipse Timing Variations,2018,2018-11-01T01:00:00Z,Ground,Multiple Facilities,Multiple Telescopes,0,4098.1,5.75,12.4,1.1,3823.2733,12.0293,11,Msin(i)/sin(i),0,,,0,,3579,0.42,0.51,,,-1.574,4.8,,7.71066,13h26m52.97s,201.7207198,+45d32m43.96s,45.5455449,30.5225,12.956,8.555,11.9752
DH Tau b,DH Tau,1,1,Imaging,2004,2005-02-01T01:00:00Z,Ground,Subaru Telescope,8.2 m Subaru Telescope,0,,330,30.264,2.7,3496,11,0.693,Mass,,,2200,0,M0.5,4371,0.27,0.33,,,-0.212,4,0.001,0.37705,04h29m41.56s,67.4231674,+26d32m57.80s,26.5493897,134.846,13.98,8.178001,12.4961
DMPP-1 b,DMPP-1,1,4,Radial Velocity,2019,2019-12-01T01:00:00Z,Ground,La Silla Observatory,3.6 m ESO Telescope,0,18.57,0.1462,5.29,0.472,24.27,0.07636,0.901,Msini,0.083,,877,0,F8 V,6196,1.26,1.21,,,0.32,4.41,2.01,0.81281,05h47m06.27s,86.7761233,-10d37m49.16s,-10.6303217,62.5388,7.98,6.69,7.85032
DMPP-1 c,DMPP-1,1,4,Radial Velocity,2019,2019-12-01T01:00:00Z,Ground,La Silla Observatory,3.6 m ESO Telescope,0,6.584,0.0733,3.06,0.273,9.6,0.0302,1.84,Msini,0.057,,1239,0,F8 V,6196,1.26,1.21,,,0.32,4.41,2.01,0.81281,05h47m06.27s,86.7761233,-10d37m49.16s,-10.6303217,62.5388,7.98,6.69,7.85032
DMPP-1 d,DMPP-1,1,4,Radial Velocity,2019,2019-12-01T01:00:00Z,Ground,La Silla Observatory,3.6 m ESO Telescope,0,2.882,0.0422,1.65,0.147,3.35,0.01054,4.1,Msini,0.07,,1632,0,F8 V,6196,1.26,1.21,,,0.32,4.41,2.01,0.81281,05h47m06.27s,86.7761233,-10d37m49.16s,-10.6303217,62.5388,7.98,6.69,7.85032
DMPP-1 e,DMPP-1,1,4,Radial Velocity,2019,2019-12-01T01:00:00Z,Ground,La Silla Observatory,3.6 m ESO Telescope,0,5.516,0.0651,1.86,0.166,4.13,0.01299,3.53,Msini,0.07,,1314,0,F8 V,6196,1.26,1.21,,,0.32,4.41,2.01,0.81281,05h47m06.27s,86.7761233,-10d37m49.16s,-10.6303217,62.5388,7.98,6.69,7.85032
DMPP-2 b,DMPP-2,1,1,Radial Velocity,2019,2019-12-01T01:00:00Z,Ground,Multiple Facilities,Multiple Telescopes,0,5.2072,0.0664,14.3,1.28,138.89171,0.437,0.261,Msini,0.078,,1000,0,F5 V,6500,1.78,1.44,,,0.104,4.1,2,0.24354,01h49m37.86s,27.407731,-34d27m32.75s,-34.4590985,137.94,8.57,7.437,8.45824
DMPP-3 A b,DMPP-3 A,2,1,Radial Velocity,2019,2019-12-01T01:00:00Z,Ground,La Silla Observatory,3.6 m ESO Telescope,0,6.6732,0.0662,1.41,0.126,2.58,0.00812,5.06,Msini,0.14,,854,0,K0 V,5138,0.91,0.87,0.18,[Fe/H],-0.293,4.3,10.9,,06h06m29.85s,91.624382,-72d30m45.6s,-72.5126648,45.23,9.066,7.061,8.854298
DP Leo b,DP Leo,2,1,Eclipse Timing Variations,2009,2010-01-01T01:00:00Z,Ground,Yunnan Astronomical Observatory,2.4 m Lijiang Station Telescope,0,10220,8.19,12.7,1.14,1995.88832,6.28,5.35,Mass,0.39,,,0,,13500,0.01,0.69,,,-2.4,,,,11h17m15.89s,169.3162193,+17d57m41.66s,17.9615717,305.684,18.6837,,18.6333
DS Tuc A b,DS Tuc A,2,1,Transit,2019,2019-07-01T00:00:00Z,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,0,8.138268,,5.7,0.509,413.179,1.3,,Mass,0,145.1,850,0,G6 V,5428,0.96,1.01,0,,-0.14,4.6,0.045,2.4,23h39m39.71s,354.9154673,-69d11m45.75s,-69.196043,44.0622,8.17,6.676,8.31926
EPIC 201170410.02,EPIC 201170410,1,1,Transit,2020,2020-08-01T00:00:00Z,Space,K2,0.95 m Kepler Telescope,0,6.7987,0.0349,1.047,0.093,1.15,0.0036,5.51,M-R relationship,0,,,0,,3648,0.28,0.29,-0.048,[Fe/H],-1.9,5,,,11h20m33.81s,170.1408561,-04d48m25.21s,-4.8070039,134,17.6984,12.619,16.4386
EPIC 201238110 b,EPIC 201238110,1,1,Transit,2019,2019-07-01T00:00:00Z,Space,K2,0.95 m Kepler Telescope,0,28.1656,,1.87,0.167,4.16,0.0131,3.5,M-R relationship,,,,0,,3587,0.37,0.41,,,-1.508,4.78,,6.73294,11h58m49.40s,179.7058532,-03d23m22.06s,-3.3894613,159.259,16.014,11.933,15.2612
EPIC 201497682 b,EPIC 201497682,1,1,Transit,2019,2019-07-01T00:00:00Z,Space,K2,0.95 m Kepler Telescope,0,2.13174,,0.692,0.062,0.26,0.00082,4.31,M-R relationship,,,,0,,4991,0.55,0.78,-0.089,[M/H],-0.766,4.63,,3.22926,11h15m44.80s,168.9366786,+00d29m17.02s,0.4880606,253.026,13.948,11.438,13.7368
EPIC 201615463 c,K2-166,1,2,Transit,2019,2019-07-01T00:00:00Z,Space,K2,0.95 m Kepler Telescope,0,3.80464,,1.22,0.109,1.98,0.00624,5.99,M-R relationship,,,,0,,5942.5,1.6,1.07,-0.051,[M/H],0.458,4.09,,0.42293,12h20m45.14s,185.1880932,+02d16m56.56s,2.2823788,476.882,12.081,10.637,11.9456
EPIC 201754305 d,K2-16,1,3,Transit,2019,2019-07-01T00:00:00Z,Space,K2,0.95 m Kepler Telescope,0,2.71578,,1.03,0.092,1.08,0.0034,5.43,M-R relationship,,,,0,K3 V,4761,0.54,0.67,-0.33,[Fe/H],-0.761,4.63,,2.95996,11h40m23.33s,175.0972238,+04d33m26.75s,4.5574311,334.967,14.668,12.087,14.3234
EPIC 201757695.02,EPIC 201757695,1,1,Transit,2020,2020-08-01T00:00:00Z,Space,K2,0.95 m Kepler Telescope,0,2.0478,0.0296,0.908,0.081,0.688,0.00217,5.05,M-R relationship,0,,,0,,4520,0.66,0.73,-0.003,[Fe/H],-0.364,4.66,,,11h35m45.24s,173.9385102,+04d36m59.15s,4.6164303,577.6,14.974,12.149,
EPIC 201833600 c,K2-50,1,2,Transit,2019,2019-07-01T00:00:00Z,Space,K2,0.95 m Kepler Telescope,0,3.96151,,1,0.089,0.972,0.00306,5.34,M-R relationship,,,,0,,4292.67,0.63,0.61,-0.113,[M/H],-0.874,4.74,,2.55179,11h17m56.08s,169.483654,+05d59m17.84s,5.988289,257.443,14.705,11.664,14.2575
EPIC 201841433 b,EPIC 201841433,1,1,Transit,2019,2019-07-01T00:00:00Z,Space,K2,0.95 m Kepler Telescope,0,4.1698,0.035,1.04,0.093,1.12,0.00352,5.47,M-R relationship,,,,0,,5053,0.63,0.8,0,[Fe/H],-0.635,4.59,,2.65207,11h40m49.62s,175.206752,+06d08m05.33s,6.1348146,436.488,14.983,12.454,14.5885
EPIC 205950854 c,K2-168,1,2,Transit,2019,2019-07-01T00:00:00Z,Space,K2,0.95 m Kepler Telescope,0,8.050722,,1.31,0.117,2.27,0.00714,5.55,M-R relationship,,,961,0,,5502.7,0.83,0.88,-0.13,[Fe/H],-0.176,4.39,,1.2704,22h12m26.42s,333.1100738,-16d20m30.79s,-16.3418863,243.935,12.365,10.549,12.0976
EPIC 206024342 b,EPIC 206024342,1,1,Transit,2019,2019-07-01T00:00:00Z,Space,K2,0.95 m Kepler Telescope,0,4.50756,,1.7,0.152,3.53,0.0111,3.95,M-R relationship,,,,0,,5759,0.82,0.93,,,-0.17,4.59,,2.3828,22h05m06.51s,331.2771441,-14d07m18.49s,-14.1218019,369.888,13.096,11.487,12.9682
EPIC 206032309 b,EPIC 206032309,1,1,Transit,2019,2019-07-01T00:00:00Z,Space,K2,0.95 m Kepler Telescope,0,2.87814,,1.01,0.09,1.01,0.00317,5.39,M-R relationship,,,,0,,3489,0.37,0.22,,,-1.73,4.85,,9.77858,22h44m57.71s,341.2404563,-13d54m04.04s,-13.9011223,161.365,17.89,12.538,16.0689
EPIC 206042996 b,EPIC 206042996,1,1,Transit,2019,2019-07-01T00:00:00Z,Space,K2,0.95 m Kepler Telescope,0,5.29711,,1.62,0.145,3.26,0.0102,4.21,M-R relationship,,,,0,,4055,0.67,0.56,,,-0.98,4.58,,2.90458,22h30m03.27s,337.5136198,-13d36m36.53s,-13.6101475,451.769,16.59,13.071,15.9752
EPIC 206215704 b,EPIC 206215704,1,1,Transit,2019,2019-07-01T00:00:00Z,Space,K2,0.95 m Kepler Telescope,0,2.25372,,0.9,0.08,0.666,0.0021,5.02,M-R relationship,,,,0,,3467,0.37,0.41,,,-2.088,4.99,,19.87982,22h20m22.79s,335.0949721,-09d30m34.96s,-9.5097112,109.888,17.83,12.767,16.1722
EPIC 206317286 b,EPIC 206317286,1,1,Transit,2019,2019-07-01T00:00:00Z,Space,K2,0.95 m Kepler Telescope,0,1.58252,,0.96,0.086,0.84,0.00264,5.22,M-R relationship,,,,0,,4864,0.67,0.71,,,-0.593,4.57,,2.51975,22h30m28.28s,337.6178427,-07d58m20.84s,-7.972456,314.35,14.005,11.635,13.774
EPIC 211822797 b,EPIC 211822797,1,1,Transit,2016,2017-02-01T01:00:00Z,Space,K2,0.95 m Kepler Telescope,0,21.169861,0.131,1.98,0.177,4.58,0.0144,3.24,M-R relationship,0.06,3.5,,0,M0,4148.21,0.57,0.66,0.14,[Fe/H],-1.153,4.65,0.79,3.87972,08h41m38.45s,130.4102091,+17d38m23.91s,17.6399744,186.197,15.133,11.429,14.5263
EPIC 211945201 b,EPIC 211945201,1,1,Transit,2018,2018-07-01T00:00:00Z,Space,K2,0.95 m Kepler Telescope,0,19.49221,0.1493,5.76,0.514,27,0.08495,0.65,Mass,0,,817,0,G0,6069,1.39,1.17,0.1,[Fe/H],0.373,4.22,3.99,2.253,09h06m17.81s,136.5741931,+19d24m07.40s,19.4020565,181.69,10.154,8.837,10.0512
EPIC 212297394 b,EPIC 212297394,1,1,Transit,2019,2019-07-01T00:00:00Z,Space,K2,0.95 m Kepler Telescope,0,2.28943,,1.323,0.118,2.31,0.00727,5.48,M-R relationship,,,,0,,4987.49,0.75,0.83,,,-0.505,4.58,,2.50384,13h48m49.47s,207.2061241,-17d36m35.63s,-17.6098985,418.395,14.611,12.186,14.1864
EPIC 212424622 b,EPIC 212424622,1,1,Transit,2019,2019-07-01T00:00:00Z,Space,K2,0.95 m Kepler Telescope,0,18.0983,,2.17,0.194,5.35,0.0168,2.88,M-R relationship,,,,0,,5782.33,1.22,1.11,,,0.179,4.3,,0.84195,13h29m19.53s,202.3313765,-14d21m33.97s,-14.3594358,611.804,13.441,11.775,13.2026
EPIC 212499991 b,EPIC 212499991,1,1,Transit,2019,2019-07-01T00:00:00Z,Space,K2,0.95 m Kepler Telescope,0,34.885,,1.6,0.143,3.19,0.01,4.28,M-R relationship,,,,0,,4982.79,0.76,0.91,,,-0.497,4.61,,2.81669,13h29m57.30s,202.488752,-12d44m05.19s,-12.7347749,283.29,13.672,11.366,13.3118
