pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_pubdate,disc_locale,disc_facility,disc_telescope,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_dens,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag
WASP-181 b,WASP-181,1,1,Transit,2019,2019-06-01T00:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,4.5195064,0.05427,13.271,1.184,95.03117,0.299,0.237,Mass,,,1186,0,G2,5839,0.96,1.04,0.09,[Fe/H],0.049,4.49,2.5,1.64,01h47m10.37s,26.7932253,+03d07m58.56s,3.1329325,437.495,12.924,11.443,12.783
WASP-182 b,WASP-182,1,1,Transit,2019,2019-10-01T00:00:00Z,Ground,WASP-South,Canon 200mm f/1.8L,0,3.3769848,0.0451,9.528,0.85,47.03884,0.148,0.318,Mass,0,,1479,0,G5,5638,1.34,1.08,0.27,[Fe/H],0.155,4.22,5.952,0.636,20h46m41.60s,311.673345,-41d49m15.54s,-41.8209828,327.602,11.98,10.431,11.917
WASP-183 b,WASP-183,1,1,Transit,2019,2019-06-01T00:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,4.1117771,0.04632,16.477,1.47,159.55066,0.502,0.21,Mass,,,1111,0,G9,5313,0.87,0.78,-0.31,[Fe/H],-0.209,4.45,14.9,1.68,10h55m09.32s,163.7888521,-00d44m13.44s,-0.7370663,325.377,13.081,11.207,12.8148
WASP-184 b,WASP-184,1,1,Transit,2019,2019-11-01T01:00:00Z,Ground,WASP-South,Canon 200mm f/1.8L,0,5.1817,0.0627,14.908,1.33,181.1631,0.57,0.32,Mass,0,,1480,0,G0 V,6000,1.65,1.23,0.12,[Fe/H],0.501,4.09,4.7,0.38,13h58m04.08s,209.51701,-30d20m53.35s,-30.348153,663.231,12.771,11.262,12.5673
WASP-185 b,WASP-185,1,1,Transit,2019,2019-11-01T01:00:00Z,Ground,WASP-South,Canon 200mm f/1.8L,0,9.38755,0.0904,14.011,1.25,311.4734,0.98,0.66,Mass,0.24,,1160,0,G0 V,5900,1.5,1.12,-0.02,[Fe/H],0.412,4.13,6.6,0.47,14h16m14.30s,214.0595791,-19d32m32.30s,-19.5423062,279.35,11.101,9.505,10.8949
WASP-186 b,WASP-186,1,1,Transit,2020,2020-09-01T00:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,5.026799,0.06,12.442,1.11,1341.2426,4.22,3.821,Mass,0.33,583.44,1369,0,F,6361,1.47,1.22,-0.08,[Fe/H],0.5,4.19,3.1,0.546,01h15m58.87s,18.9953122,+21d37m00.86s,21.6169065,278.514,10.81,9.532,10.6509
WASP-187 b,WASP-187,1,1,Transit,2020,2020-09-01T00:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,5.147878,0.0653,18.383,1.64,254.264,0.8,0.224,Mass,0,1594.76,1760,0,F,6150,2.83,1.54,0,[Fe/H],0.967,3.72,2.55,0.096,01h09m53.94s,17.47474,+25d40m53.94s,25.6816494,371.414,10.295,8.79,10.1318
WASP-19 b,WASP-19,1,1,Transit,2009,2010-01-01T01:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,0.78883899,0.01634,15.603,1.392,339.76027,1.069,0.492,Mass,0.002,,2520,0,G8 V,5568,1,0.9,0.15,[Fe/H],-0.059,4.45,11.5,1.258,09h53m40.02s,148.4167672,-45d39m32.79s,-45.6591078,268.325,12.248,10.481,12.1088
WASP-190 b,WASP-190,1,1,Transit,2019,2019-04-01T00:00:00Z,Ground,WASP-South,Canon 200mm f/1.8L,0,5.367753,0.0663,12.89,1.15,317.83,1,0.815,Mass,0,,1500,0,F6 IV-V,6400,1.6,1.35,-0.02,[Fe/H],0.691,4.17,,0.48,00h30m50.29s,7.7095292,-40d34m24.46s,-40.5734613,542.251,11.645,10.65,11.6333
WASP-192 b,WASP-192,1,1,Transit,2019,2019-11-01T01:00:00Z,Ground,WASP-South,Canon 200mm f/1.8L,0,2.8786765,0.0408,13.787,1.23,731.009,2.3,1.62,Mass,0,,1620,0,G0 V,5910,1.32,1.09,0.14,[Fe/H],0.282,4.24,5.7,0.671,14h54m38.09s,223.6587187,-38d44m40.37s,-38.7445469,508.885,12.678,11.137,12.5347
WASP-2 b,WASP-2,2,1,Transit,2007,2007-03-01T01:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,2.152175,0.03144,12.117,1.081,295.89973,0.931,0.914,Mass,0.0054,492,1311,0,K1,5180,0.87,0.9,0.12,[Fe/H],-0.313,4.51,8.2,1.94,20h30m54.13s,307.7255587,+06d25m45.59s,6.4293305,153.242,11.728,9.632,11.5638
WASP-20 b,WASP-20,2,1,Transit,2015,2015-03-01T01:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,4.8996284,0.06,16.388,1.462,98.841,0.311,0.132,Mass,0,,1379,0,F9,5940,1.39,1.2,-0.008,[Fe/H],0.338,4.23,7,0.63,00h20m38.53s,5.1605621,-23d56m08.84s,-23.9357894,211.877,10.675,9.39,10.6503
WASP-21 b,WASP-21,1,1,Transit,2010,2010-09-01T00:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,4.322482,0.052,11.99,1.07,95.345,0.3,0.32,Mass,0,,1340,0,G3 V,5800,1.06,1.01,-0.22,[M/H],0.304,4.28,12,0.827,23h09m58.27s,347.4928024,+18d23m46.17s,18.3961597,258.426,11.59,9.982,11.3987
WASP-22 b,WASP-22,1,1,Transit,2010,2010-12-01T01:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,3.53269,0.047,13.787,1.23,212.9461,0.67,0.444,Mass,0.02,,1502,0,G1 V,6000,1.24,1.46,-0.05,[Fe/H],0.245,4.5,3,1.08,03h31m16.33s,52.8180374,-23d49m11.25s,-23.8197924,317.652,11.99,10.318,11.5821
WASP-23 b,WASP-23,1,1,Transit,2010,2011-07-01T00:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,2.9444256,0.0376,10.783,0.962,280.95,0.884,1.17,Mass,0.062,,,0,,5150,0.77,0.78,0.05,,-0.377,4.2,6.2,1.84,06h44m30.60s,101.1275033,-42d45m44.03s,-42.7622296,207.49,12.539,10.45,12.3208
WASP-24 b,WASP-24,3,1,Transit,2010,2010-09-01T00:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,2.34121,0.03651,15.468,1.38,394.1092,1.24,0.622,Mass,0,,1772,0,,6075,1.42,1.43,0,[Fe/H],0.331,4.26,3.8,0.71,15h08m51.72s,227.2154975,+02d20m35.83s,2.343286,322.114,11.219,10.148,11.3945
WASP-25 b,WASP-25,1,1,Transit,2010,2011-01-01T01:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,3.76483,0.0473,11.994,1.07,139.8452,0.44,0.382,Mass,0,,1210,0,,5750,0.8,0.67,-0.05,[Fe/H],-0.143,4.5,0.02,1.82,13h01m26.34s,195.3597581,-27d31m20.02s,-27.5222273,211.416,11.875,10.174,11.6885
WASP-26 b,WASP-26,2,1,Transit,2010,2010-09-01T00:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,2.7566,0.03985,13.563,1.21,270.1555,0.85,0.703,Mass,0,,1650,0,,6034,1.22,0.86,0.16,[Fe/H],0.287,4.44,6,0.66,00h18m24.73s,4.6030424,-15d16m02.66s,-15.2674044,252.759,11.297,9.69,10.9935
WASP-28 b,WASP-28,1,1,Transit,2014,2015-01-01T01:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,3.40883,0.04469,13.597,1.213,288.26,0.907,0.676,Mass,0,,1468,0,F8,6150,1.09,1.02,-0.29,[Fe/H],0.15,4.37,5,1.104,23h34m27.90s,353.6162694,-01d34m47.95s,-1.5799849,348.494,12.274,10.732,12.0286
WASP-29 b,WASP-29,1,1,Transit,2010,2010-11-01T01:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,3.92273,0.0457,8.631,0.77,73.1009,0.23,0.65,Mass,0.03,,970,0,,4800,0.79,0.77,0.11,[Fe/H],-0.525,4.5,14,2.22,23h51m31.01s,357.8791976,-39d54m25.64s,-39.9071215,87.5953,11.331,8.783,10.8932
WASP-3 b,WASP-3,3,1,Transit,2007,2008-04-01T00:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,1.84683,0.0315,15.917,1.42,772.3269,2.43,0.89,Mass,0,,2020,0,,6400,1.44,1.62,0,[Fe/H],0.434,4.25,2.1,0.77,18h34m31.62s,278.6317411,+35d39m41.15s,35.6614312,231.161,10.632,9.361,10.4525
WASP-31 b,WASP-31,1,1,Transit,2010,2011-07-01T00:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,3.4059096,0.04659,17.363,1.549,151.916,0.478,0.172,Mass,0,,1575,0,,6302,1.25,1.16,0.2,,0.336,4.31,1,0.82851,11h17m45.33s,169.4388603,-19d03m17.20s,-19.0547781,383.829,11.658,10.65,11.8163
WASP-32 b,WASP-32,1,1,Transit,2010,2010-12-01T01:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,2.71866,0.0394,10.761,0.96,835.8929,2.63,3.24,Mass,0,,,0,,6140,0.95,0.72,-0.13,[Fe/H],0.193,4.4,2.22,1.18,00h15m50.81s,3.9617073,+01d12m01.84s,1.2005122,275.994,11.257,10.161,11.409
WASP-33 b,WASP-33,2,1,Transit,2010,2010-09-01T00:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,1.21987,0.0239,17.856,1.593,665.21819,2.093,0.689,Mass,0,,2782,0,A5,7430,1.44,1.5,0.1,[M/H],0.819,4.25,,0.7,02h26m51.06s,36.7127375,+37d33m01.60s,37.5504441,121.944,8.14,7.468,8.07004
WASP-34 b,WASP-34,1,1,Transit,2010,2011-02-01T01:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,4.31768,0.0524,11.209,1,177.9848,0.56,0.412,Mass,0.04,,1250,0,,5700,0.91,0.96,-0.02,[Fe/H],0.039,4.5,7.8,1.78,11h01m35.85s,165.3993679,-23d51m39.40s,-23.8609457,132.096,10.285,8.792,10.2046
WASP-35 b,WASP-35,1,1,Transit,2011,2011-09-01T00:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,3.16158,0.04317,14.572,1.3,225.6593,0.71,0.378,Mass,0,,,0,,5990,1.08,1.05,-0.15,[Fe/H],0.144,4.4,5,1.17,05h04m19.65s,76.0818912,-06d13m47.21s,-6.2297801,202.218,10.939,9.525,10.8531
WASP-36 b,WASP-36,2,1,Transit,2011,2012-04-01T00:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,1.53736596,0.02677,14.874,1.327,750.39663,2.361,1.26,Mass,0.019,,1733,0,,5959,0.98,1.08,-0.26,[Fe/H],0.001,4.49,1.4,1.595,08h46m19.29s,131.5803897,-08d01m37.15s,-8.0269855,386.346,12.836,11.294,12.6284
WASP-37 b,WASP-37,1,1,Transit,2010,2011-01-01T01:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,3.577469,0.0446,13.002,1.16,572.07,1.8,1.53,Mass,0,,,0,,5800,1,0.93,-0.284,[M/H],-0.021,4.41,11,1.23742,14h47m46.53s,221.9438866,+01d03m54.08s,1.0650227,392.791,12.815,11.093,12.542
WASP-38 b,WASP-38,1,1,Transit,2010,2011-01-01T01:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,6.87188,0.07522,13.787,1.23,1093.3352,3.44,2.54,Mass,0.03,,1250,0,F8 V,6180,1.52,1.76,-0.02,[Fe/H],0.453,4.25,3.29,0.71,16h15m50.33s,243.9597194,+10d01m56.68s,10.0324103,136.24,9.391,7.998,9.20974
WASP-39 b,WASP-39,1,1,Transit,2011,2011-07-01T00:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,4.055259,0.0486,14.235,1.27,88.989,0.28,0.186,Mass,0,,1166,0,,5400,0.9,0.93,0.01,[Fe/H],-0.128,4.45,9,1.555,14h29m18.40s,217.3266477,-03d26m40.20s,-3.4444994,213.982,12.095,10.202,11.8867
WASP-4 b,WASP-4,1,1,Transit,2007,2008-03-01T01:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,1.33823147,0.0226,14.807,1.321,376.94638,1.186,0.612,Mass,0,1188.64,1673,0,G8,5400,0.89,0.86,-0.07,[Fe/H],-0.179,4.47,7,1.711,23h34m15.10s,353.5629149,-42d03m42.41s,-42.0617794,267.206,12.483,10.746,12.3162
WASP-41 b,WASP-41,1,2,Transit,2012,2011-05-01T00:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,3.0524,0.04022,12.33,1.1,270.1555,0.85,0.742,Mass,0,,1244,0,,5545,0.83,0.81,0.06,[Fe/H],-0.195,4.53,1.2,2.01,12h42m28.51s,190.6188034,-30d38m23.34s,-30.6398176,163.371,11.632,9.677,11.2823
WASP-41 c,WASP-41,1,2,Radial Velocity,2015,2015-09-01T00:00:00Z,Ground,La Silla Observatory,1.2 m Leonhard Euler Telescope,0,421,1.07,13.1,1.17,1010.6994,3.18,2.47,Msini,0.294,,241,0,,5545,0.87,0.93,0.06,[Fe/H],-0.195,4.53,1.2,1.99,12h42m28.51s,190.6188034,-30d38m23.34s,-30.6398176,163.371,11.632,9.677,11.2823
WASP-42 b,WASP-42,1,1,Transit,2012,2012-08-01T00:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,4.9816819,0.0561,12.576,1.122,167.49641,0.527,0.464,Mass,0.062,,1021,0,,5315,0.89,0.95,0.29,[Fe/H],-0.361,4.51,4.4,1.885,12h51m55.49s,192.981203,-42d04m25.02s,-42.0736165,177.291,12.169,10.033,11.9686
WASP-43 b,WASP-43,1,1,Transit,2011,2011-11-01T01:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,0.813475,0.0142,10.424,0.93,565.714,1.78,2.939,Mass,0,,1427,1,K7 V,4400,0.6,0.58,-0.01,[Fe/H],-0.825,4.49,7,2.526,10h19m37.96s,154.9081869,-09d48m23.20s,-9.8064431,86.7467,12.305,9.267,11.907
WASP-44 b,WASP-44,1,1,Transit,2011,2012-05-01T00:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,2.423804,0.03453,12.33,1.1,276.5121,0.87,0.811,Mass,0.068,533,1337,0,G8 V,5420,0.91,0.94,-0.003,[Fe/H],-0.198,4.49,10.3,1.77,00h15m36.79s,3.9032733,-11d56m17.75s,-11.9382645,364.512,13.096,11.341,12.8964
WASP-45 b,WASP-45,2,1,Transit,2011,2012-05-01T00:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,3.126089,0.03963,10.604,0.946,306.38812,0.964,1.418,Mass,0.043,294,1153,0,K2 V,5150,0.85,0.85,-0.03,[Fe/H],-0.336,4.5,12.7,1.92,00h20m57.06s,5.2377567,-35d59m54.47s,-35.998465,211.196,11.801,10.294,12.0487
WASP-46 b,WASP-46,1,1,Transit,2011,2012-05-01T00:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,1.43036763,0.02335,13.159,1.174,607.0553,1.91,1.467,Mass,0.022,,1636,0,G6 V,5600,0.86,0.83,-0.3,[Fe/H],-0.111,4.49,9.6,1.845,21h14m56.88s,318.7370122,-55d52m18.71s,-55.8718634,375.31,13.043,11.401,12.8519
WASP-47 b,WASP-47,1,4,Transit,2012,2012-10-01T00:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,4.1591289,0.052,12.63,1.127,363.1,1.14243,0.993,Mass,0.0028,534,1275,1,,5552,1.14,1.04,0.38,[M/H],0.032,4.34,6.5,0.999,22h04m48.74s,331.203092,-12d01m08.64s,-12.019067,264.78,11.936,10.192,11.7889
WASP-47 c,WASP-47,1,4,Radial Velocity,2015,2015-09-01T00:00:00Z,Ground,La Silla Observatory,1.2 m Leonhard Euler Telescope,0,588.5,1.393,13.5,1.21,500,1.57,1.12,Mass,0.296,,247,0,,5552,1.14,1.04,0.38,[M/H],0.024,4.34,6.5,0.999,22h04m48.74s,331.203092,-12d01m08.64s,-12.019067,264.78,11.936,10.192,11.7889
WASP-47 d,WASP-47,1,4,Transit,2015,2015-08-01T00:00:00Z,Space,K2,0.95 m Kepler Telescope,0,9.03077,0.085,3.576,0.319,13.1,0.04122,1.58,Mass,0.014,190,,1,,5552,1.14,1.04,0.38,[M/H],0.032,4.34,6.5,0.999,22h04m48.74s,331.203092,-12d01m08.64s,-12.019067,264.78,11.936,10.192,11.7889
WASP-47 e,WASP-47,1,4,Transit,2015,2015-08-01T00:00:00Z,Space,K2,0.95 m Kepler Telescope,0,0.789592,0.01673,1.81,0.161,6.83,0.02149,6.35,Mass,0.03,4895,,0,,5552,1.14,1.04,0.38,[M/H],0.032,4.34,6.5,0.999,22h04m48.74s,331.203092,-12d01m08.64s,-12.019067,264.78,11.936,10.192,11.7889
WASP-48 b,WASP-48,1,1,Transit,2011,2011-09-01T00:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,2.14363,0.03444,16.814,1.5,254.264,0.8,0.415,Mass,0,,2035,0,,5920,1.58,0.88,-0.12,[Fe/H],0.58,4.03,7.9,0.32,19h24m38.97s,291.1623865,+55d28m22.90s,55.4730273,454.144,11.647,10.372,11.523
WASP-49 b,WASP-49,2,1,Transit,2012,2012-08-01T00:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,2.78174,0.0379,12.442,1.11,117.5971,0.37,0.288,Mass,0,,1400,0,G6 V,5600,0.97,0.92,-0.23,[Fe/H],-0.053,4.5,11.9,1.43,06h04m21.53s,91.0897193,-16d57m55.40s,-16.9653901,194.553,11.352,9.749,11.2907
WASP-5 b,WASP-5,1,1,Transit,2008,2008-06-01T00:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,1.6284279,0.0267,12.184,1.087,502.15,1.58,1.64,Mass,0.038,,1706,0,G5,5700,1.03,0.96,0.09,[Fe/H],0.067,4.39,5.4,1.24,23h57m23.77s,359.3490277,-41d16m37.99s,-41.2772202,309.137,12.147,10.598,11.996
WASP-50 b,WASP-50,1,1,Transit,2011,2011-09-01T00:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,1.9551,0.0293,13.07,1.166,466.8287,1.4688,1.325,Mass,0.009,,1395,0,,5400,0.84,0.89,0.12,,-0.198,4.54,7,2.12,02h54m45.14s,43.6880738,-10d53m52.89s,-10.8980242,184.848,11.44,9.969,11.5518
WASP-52 b,WASP-52,1,1,Transit,2012,2013-01-01T01:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,1.7497798,0.0272,14.24,1.27,146.2,0.46,0.29,Mass,0,,1315,0,K2 V,5000,0.79,0.87,0.03,[Fe/H],-0.354,4.58,0.4,2.48,23h13m58.75s,348.4947931,+08d45m39.89s,8.7610793,174.818,12.192,10.086,11.9537
WASP-53 b,WASP-53,1,2,Transit,2017,2017-05-01T00:00:00Z,Ground,Multiple Facilities,Multiple Telescopes,0,3.3098443,0.04101,12.038,1.074,677.61356,2.132,2.28,Mass,0.03,,1053,0,,4953,0.8,0.84,0.22,[Fe/H],-0.463,4.55,,2.323,02h07m38.20s,31.9091639,-20d39m42.63s,-20.661843,201.338,12.591,10.39,12.3473
WASP-53 c,WASP-53,1,2,Radial Velocity,2017,2017-05-01T00:00:00Z,Ground,Multiple Facilities,Multiple Telescopes,0,2840,3.73,,,5196.5205,16.35,,Msini,0.8369,,,0,,4953,0.8,0.84,0.22,[Fe/H],-0.463,4.55,,2.323,02h07m38.20s,31.9091639,-20d39m42.63s,-20.661843,201.338,12.591,10.39,12.3473
WASP-54 b,WASP-54,2,1,Transit,2012,2013-03-01T01:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,3.69364,0.04988,17.71,1.58,187.5197,0.59,0.167,Mass,0.07,,1759,0,F9,6100,1.76,1.08,-0.27,[Fe/H],0.575,4,6.9,0.28,13h41m49.02s,205.4542456,-00d07m41.42s,-0.1281712,251.303,10.413,9.035,10.2441
WASP-55 b,WASP-55,2,1,Transit,2012,2012-10-01T00:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,4.46563,0.0558,14.908,1.33,193.8763,0.61,0.329,Mass,0,,1300,0,,5900,1.09,1.11,-0.2,[Fe/H],0.163,4.3,1.1,1.2,13h35m01.97s,203.7581951,-17d30m12.59s,-17.5034961,297.462,11.753,10.396,11.7747
WASP-56 b,WASP-56,2,1,Transit,2012,2013-03-01T01:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,4.6171,0.05614,10.536,0.94,143.0235,0.45,0.583,Mass,0,,1216,0,G6,5600,0.96,0.71,0.12,[Fe/H],0.103,4.5,6.2,1.14,12h13m27.85s,183.3660401,+23d03m20.47s,23.055687,321.084,12.091,10.532,12.0028
WASP-57 b,WASP-57,1,1,Transit,2012,2013-03-01T01:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,2.83891856,0.03769,11.769,1.05,204.68252,0.644,0.693,Mass,0.059,,1338,0,G6,5600,0.93,0.89,-0.25,[Fe/H],-0.005,4.45,2.6,1.568,14h55m16.79s,223.8199788,-02d03m27.67s,-2.0576866,398.276,12.913,11.244,12.7293
WASP-58 b,WASP-58,2,1,Transit,2012,2013-01-01T01:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,5.01718,0.0562,16.029,1.43,308.2951,0.97,0.45,Mass,0,,1270,0,G2 V,5800,1.22,1.06,-0.45,[Fe/H],0.16,4.27,12.8,0.83,18h18m48.30s,274.7012534,+45d10m19.99s,45.1722194,290.404,11.652,10.285,11.6347
WASP-59 b,WASP-59,1,1,Transit,2012,2013-01-01T01:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,7.919585,0.0697,8.687,0.775,274.276,0.863,2.4,Mass,0.1,,670,0,K5 V,4650,0.61,0.72,-0.15,[Fe/H],-0.794,4.72,0.5,4.38,23h18m29.51s,349.6229547,+24d53m21.40s,24.889277,115.936,12.659,9.723,12.3142
WASP-6 b,WASP-6,1,1,Transit,2009,2015-06-01T00:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,3.36101,0.04217,11.545,1.03,117.5971,0.37,0.326,Mass,0.05,,1184,0,,5450,0.73,0.55,-0.2,[Fe/H],-0.297,4.6,11,2.01,23h12m37.71s,348.1571282,-22d40m26.85s,-22.6741248,197.119,11.907,10.325,11.9761
WASP-60 b,WASP-60,1,1,Transit,2012,2013-01-01T01:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,4.305,0.05548,9.864,0.88,174.8065,0.55,0.378,Mass,0,,1479,0,G1 V,5900,1.17,1.19,-0.04,[Fe/H],0.347,4.2,1.7,1.03,23h46m40.01s,356.6667136,+31d09m21.28s,31.1559115,431.052,11.67,10.585,12.0196
WASP-61 b,WASP-61,1,1,Transit,2012,2012-10-01T00:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,3.8559,0.0521,15.805,1.41,851.7844,2.68,1.423,Mass,0,,1624,0,,6250,1.55,1.82,-0.1,[Fe/H],0.425,4.26,2.7,0.69,05h01m11.92s,75.2996637,-26d03m14.92s,-26.0541438,488.66,12.489,11.008,12.0702
WASP-62 b,WASP-62,1,1,Transit,2012,2012-10-01T00:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,4.41195,0.0571,14.796,1.32,165.2716,0.52,0.262,Mass,0,,1475,0,,6230,1.23,1.11,0.04,[Fe/H],0.346,4.45,2.6,0.85,05h48m33.56s,87.1398205,-63d59m17.98s,-63.9883286,175.631,10.213,8.944,10.0721
WASP-63 b,WASP-63,1,1,Transit,2012,2012-10-01T00:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,4.37808,0.0574,15.805,1.41,117.5971,0.37,0.173,Mass,0,,,0,,5550,1.86,1.28,0.08,[Fe/H],0.449,4.01,8.3,0.28,06h17m20.73s,94.3363562,-38d19m24.18s,-38.3233826,290.684,11.155,9.393,10.9185
WASP-64 b,WASP-64,2,1,Transit,2012,2013-04-01T00:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,1.5732918,0.02648,14.247,1.271,403.945,1.271,0.823,Mass,0,,1689,0,G7,5400,1.06,1,-0.08,[Fe/H],-0.022,4.39,1.2,1.196,06h44m27.58s,101.1149223,-32d51m30.20s,-32.8583878,369.926,12.704,10.956,12.5257
WASP-65 b,WASP-65,1,1,Transit,2013,2013-11-01T01:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,2.3114243,0.0334,12.464,1.112,492.62,1.55,1.5,Mass,0,,1480,0,G6,5600,1.01,0.93,-0.07,[Fe/H],0.055,4.4,8,1.28,08h53m17.83s,133.3242982,+08d31m22.86s,8.5230171,273.703,11.869,10.346,11.7509
WASP-66 b,WASP-66,1,1,Transit,2012,2012-10-01T00:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,4.08605,0.0546,15.693,1.4,746.9005,2.35,1.144,Mass,0,,,0,,6600,1.76,1.33,-0.31,[Fe/H],0.637,4.3,3.7,0.34,10h32m54.01s,158.2250301,-34d59m23.67s,-34.9899074,500.258,11.605,10.452,11.5904
WASP-67 b,WASP-67,1,1,Transit,2012,2012-10-01T00:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,4.61442,0.05179,12.89,1.15,136.6669,0.43,0.388,Mass,0,,1003,0,,5200,0.88,0.91,-0.07,[Fe/H],-0.294,4.35,12.6,1.88,19h42m58.52s,295.7438485,-19d56m59.03s,-19.9497314,189.469,12.537,10.129,11.9141
WASP-68 b,WASP-68,2,1,Transit,2014,2014-03-01T01:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,5.0843,0.06206,14.796,1.32,343.2564,1.08,0.665,Mass,0,,1490,0,G0,5910,1.79,1.49,0.22,[Fe/H],0.505,4.17,5.7,0.36,20h20m22.97s,305.0957239,-19d18m53.02s,-19.3147271,226.399,10.674,8.948,10.4092
WASP-69 b,WASP-69,1,1,Transit,2014,2014-12-01T01:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,3.86814,0.04525,12.442,1.11,92.1707,0.29,0.291,Mass,0,,963,0,K5,4700,0.86,0.98,0.15,[Fe/H],-0.468,4.5,7,2.18,21h00m06.23s,315.0259661,-05d05m41.49s,-5.094857,49.9605,9.873,7.459,9.48466
WASP-7 b,WASP-7,1,1,Transit,2008,2009-01-01T01:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,4.9546416,0.0617,14.908,1.33,305.1168,0.96,0.55,Mass,0.034,,1487,0,,6400,1.43,1.28,0,[Fe/H],0.537,4.23,2.4,0.611,20h44m10.26s,311.0427558,-39d13m31.75s,-39.2254856,162.303,9.504,8.396,9.37671
WASP-70 A b,WASP-70 A,2,1,Transit,2014,2014-12-01T01:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,3.7130203,0.04853,13.047,1.164,187.512,0.59,0.499,Mass,0,,1387,0,G4,5763,1.22,1.11,-0.006,[Fe/H],0.162,4.31,9.5,0.872,21h01m54.53s,315.4771912,-13d26m00.18s,-13.4333821,222.355,10.786,9.58,11.0323
WASP-71 b,WASP-71,1,1,Transit,2012,2013-04-01T00:00:00Z,Ground,SuperWASP,Canon 200mm f/1.8L,0,2.90367,0.04622,13.227,1.18,441.7837,1.39,0.94,Mass,0,,2049,0,F8,6050,1.82,0.76,0.15,[Fe/H],0.768,3.9,3,0.18,01h57m03.23s,29.2634506,+00d45m31.77s,0.7588247,362.715,10.56,9.32,10.5678
