hostname,st_spectype,st_teff,st_rad,st_mass,st_met,st_lum,st_logg,st_age,st_dens,sy_bmag,sy_vmag,sy_gaiamag,lum_class
Kepler-1055,G,5723,0.94,0.98,-0.02,-0.148,4.49,3.09,2.16162,14.079,13.194,13.0728,V
Kepler-294,G,5913,0.98,0.95,0.16,-0.148,4.49,0.6,2.17431,16.892,15.948,15.8186,V
Kepler-1067,G,5592,0.93,0.95,0.03,-0.147,4.49,4.79,4.56389,14.972,14.395,14.2726,V
Kepler-1116,G,5641,0.93,0.95,0.01,-0.147,4.48,4.9,2.25165,16.431,15.424,15.2352,V
Kepler-1090,G,5321,0.82,0.86,-0.04,-0.146,4.55,4.37,2.67261,16.241,15.31,14.9963,V
Kepler-1357,G,5597,0.9,0.93,-0.06,-0.146,4.5,4.57,2.16164,16.466,15.322,15.2205,V
Kepler-872,G,5902,1.08,1.05,0.04,-0.146,4.4,4.17,1.78181,16.247,15.242,15.0714,V
Kepler-987,G,5637,0.91,0.97,0.01,-0.145,4.51,2.45,4.07825,15.92,15.171,14.9789,V
Kepler-1503,K,5069,0.74,0.77,-0.19,-0.144,4.59,5.13,2.07895,16.644,15.892,15.7862,V
WASP-25,G,5750,0.8,0.67,-0.05,-0.143,4.5,0.02,1.82,12.27,11.875,11.6885,V
Kepler-51,F,6018,0.94,1.04,0.01,-0.142,4.51,0.3,2.16,15.119,14.885,14.6777,V
Kepler-1532,G,5559,0.88,0.91,-0.1,-0.141,4.51,4.27,2.32608,15.849,15.293,14.8028,V
Kepler-586,G,5575,0.92,0.94,0,-0.141,4.5,4.17,3.58201,15.363,14.435,14.4125,V
K2-246,G,5610,0.94,0.87,-0.19,-0.141,4.43,,1.68077,15.22,14.792,14.3512,IV
HATS-34,G,5380,0.98,0.95,0.25,-0.14,4.43,7.7,1.44,14.568,13.857,13.679,V
Kepler-1453,G,5665,0.94,0.97,0.01,-0.14,4.48,4.27,6.42254,16.396,15.695,15.5278,V
Kepler-262,K,5841,0.88,0.99,-0.338,-0.14,4.54,3.55,1.49784,14.848,14.478,14.2241,V
K2-183,G,5482,0.87,0.94,0.09,-0.138,4.6,,1.47406,13.632,12.867,12.6702,V
Kepler-163,G,5776,0.92,0.88,0.141,-0.138,4.52,4.27,2.11347,15.487,14.467,14.3796,V
Kepler-358,G,5908,0.95,0.94,0.035,-0.138,4.5,0.4,16.05623,16.343,15.516,15.3559,V
TOI-905,G,5570,0.92,0.97,0.14,-0.137,4.5,3.4,1.76,12.088,11.08,11.0813,V
Kepler-1332,G,5581,0.9,0.95,0,-0.137,4.51,3.24,9.95897,14.773,13.975,13.795,V
K2-160,G,5649,0.91,0.98,0.07,-0.137,4.61,,1.93062,13.303,12.838,12.542,V
Kepler-1257,G,5502,0.87,0.9,-0.09,-0.136,4.52,4.37,1.42361,16.478,15.644,15.5124,V
Kepler-1325,G,5550,0.91,0.93,0.01,-0.136,4.5,4.79,0.11483,15.95,15.311,15.1289,V
Kepler-764,G,5557,0.89,0.92,-0.06,-0.136,4.51,4.17,1.4571,15.731,15.555,15.3002,V
Kepler-1564,G,5528,0.9,0.93,0.03,-0.135,4.5,4.57,1.57821,15.978,15.124,14.9531,V
Kepler-396,G,5565,1.06,0.85,0.156,-0.135,4.32,4.37,1.64163,12.437,12.259,11.8286,V
Kepler-484,G,5668,0.87,0.96,-0.1,-0.135,4.54,1.48,2.75681,14.02,13.077,13.0002,V
Kepler-1629,G,5776,1.01,1.01,0.05,-0.134,4.44,4.27,2.09831,13.579,12.786,12.7136,V
Kepler-1202,K,5834,1.04,1.03,0.06,-0.134,4.42,4.17,0.87771,16.724,15.833,15.6084,V
Kepler-98,G,5539,1.11,0.99,0.18,-0.133,4.34,2.79,1.12,14.182,12.996,12.8694,V
Kepler-922,G,5671,0.93,0.95,-0.05,-0.133,4.48,4.37,3.76068,14.832,13.863,13.745,V
Kepler-530,G,5697,0.89,0.97,-0.08,-0.132,4.53,1.78,1.8866,14.231,13.502,13.3949,V
Kepler-180,G,5731,1.06,0.95,0.03,-0.132,4.34,9.7,2.24939,15.234,14.488,14.325,V
Kepler-360,G,6053,1.06,0.95,0.16,-0.132,4.42,3.4,2.29385,15.104,15.011,14.8128,V
CoRoT-2,G,5625,0.91,0.96,0.04,-0.131,4.53,2.7,1.814,13.346,12.516,12.2489,IV
Kepler-1546,G,5623,0.93,0.95,0.01,-0.13,4.48,3.72,1.92028,16.56,15.596,15.368,V
Kepler-1252,G,5949,1.09,1.06,0.03,-0.13,4.38,3.89,1.52219,15.568,14.743,14.4946,V
Kepler-209,G,5513,0.94,0.93,0.11,-0.129,4.47,4.47,5.40911,14.786,14.132,13.9517,V
WASP-39,G,5400,0.9,0.93,0.01,-0.128,4.45,9,1.555,12.854,12.095,11.8867,V
Kepler-1192,G,5438,0.83,0.86,-0.16,-0.128,4.55,4.47,2.33467,16.636,15.858,15.6807,V
Kepler-1194,G,5590,0.92,0.94,0,-0.127,4.49,4.79,6.60457,14.893,14.31,14.1034,V
Kepler-1033,G,5547,0.92,0.94,0.06,-0.126,4.49,5.01,1.19278,16.996,16.186,15.9289,V
Kepler-752,G,5373,0.83,0.87,-0.08,-0.125,4.54,4.07,1.61544,16.622,15.864,15.7185,V
Kepler-254,G,5957,0.91,0.93,0.16,-0.125,4.52,0.3,2.19595,16.896,16.012,15.8379,V
Kepler-818,G,5638,0.92,0.94,-0.08,-0.124,4.49,3.98,2.45874,15.897,15.368,15.0569,V
XO-2 S,G,5399,1,0.98,0.39,-0.123,4.43,7.1,1.5421,12.051,11.196,10.9278,V
Kepler-740,G,5438,0.87,0.91,0.03,-0.123,4.52,4.79,1.68147,16.953,16.022,15.9235,V
Kepler-894,G,5603,0.85,0.87,-0.25,-0.123,4.53,4.27,0.45345,16.528,15.686,15.4056,V
Kepler-307,G,5367,0.81,0.91,0.19,-0.122,4.46,13.5,1.73492,15.752,14.149,14.0561,V
Kepler-542,G,5526,0.9,0.93,0.02,-0.122,4.5,4.57,1.31404,13.95,13.606,13.4161,V
Kepler-1567,G,5655,0.93,0.95,-0.03,-0.122,4.49,4.17,1.90062,16.68,15.92,15.6322,V
Kepler-559,G,5630,0.95,0.96,0.03,-0.121,4.47,4.37,1.92199,15.628,14.863,14.7424,V
Kepler-227,K,5854,1.09,0.92,0.081,-0.121,4.4,7.7,3.20796,16.473,15.623,15.3234,V
K2-6,K,5850,0.96,0.97,-0.14,-0.12,4.4,,1.84715,13.291,12.66,12.5018,V
Kepler-149,G,5381,0.95,0.92,0.381,-0.119,4.46,14,2.05855,15.298,14.152,14.0194,V
Kepler-953,G,5416,0.99,0.95,0.26,-0.119,4.42,8.71,0.2644,12.724,11.871,12.1425,V
Kepler-1451,G,5782,0.99,1,0.01,-0.119,4.45,4.17,2.56109,16.174,15.313,15.2999,V
Kepler-1099,K,5837,1,1.01,-0.02,-0.119,4.45,3.63,5.9055,16.335,15.137,15.1336,V
Kepler-554,K,5447,0.92,0.93,0.14,-0.118,4.49,5.62,1.70942,15.318,14.49,14.2961,V
Kepler-761,G,5706,0.93,0.95,-0.09,-0.117,4.48,4.07,2.35867,15.523,14.993,14.7087,V
Kepler-215,G,5739,1.03,0.94,-0.443,-0.117,4.36,1.62,0.58171,14.3,13.678,13.5549,V
Kepler-1381,G,5747,0.94,0.96,-0.1,-0.117,4.48,4.07,4.58247,16.506,15.579,15.4776,V
Kepler-1176,K,5844,1.02,1.01,-0.01,-0.117,4.42,3.8,6.92559,15.801,15.27,15.0496,V
Kepler-286,G,5580,0.86,0.96,-0.12,-0.116,4.5,2.75,1.86513,16.637,15.863,15.5447,V
Kepler-1065,G,5635,0.93,0.94,-0.01,-0.116,4.49,4.47,5.36485,15.002,15.744,15.5016,V
Kepler-308,G,5895,0.94,0.92,-0.04,-0.116,4.51,0.5,3.68154,16.709,16.019,15.8506,V
WASP-170,G,5600,0.94,0.93,0.22,-0.114,4.47,,1.58,13.463,12.613,12.4693,V
K2-197,G,5667,0.93,1,0.08,-0.114,4.5,,1.16,12.884,12.199,11.9937,V
Kepler-1638,G,5710,0.95,0.97,-0.01,-0.114,4.47,4.37,0.40427,15.685,14.769,14.7479,V
Kepler-1611,G,5605,0.93,0.94,0.01,-0.113,4.49,5.01,0.30556,15.342,14.627,14.4116,V
Kepler-858,G,5653,0.91,0.96,-0.04,-0.113,4.5,3.39,1.47064,13.151,12.568,12.411,V
Kepler-672,G,5627,0.92,0.95,-0.01,-0.112,4.5,4.07,1.40588,,15.513,15.1312,V
K2-231,G,5695,0.95,1.01,0.14,-0.112,4.48,3,1.21128,13.5,12.768,12.5593,V
Kepler-616,G,5753,0.97,0.98,-0.02,-0.111,4.46,3.89,2.44673,,15.021,14.9475,V
Kepler-664,G,5754,1.02,1.01,0.07,-0.111,4.43,4.68,5.45339,16.621,15.663,15.499,V
Kepler-869,G,5664,0.95,0.97,0.02,-0.11,4.47,4.79,0.08921,16.288,15.122,14.9685,V
Kepler-610,G,5943,1.13,1.1,0.12,-0.11,4.37,3.55,3.1783,15.762,14.816,14.7698,V
Kepler-198,G,5574,0.94,0.97,0.114,-0.109,4.47,3.72,1.84772,15.113,13.684,13.5662,V
Kepler-948,G,5679,0.94,0.96,-0.02,-0.109,4.47,4.17,1.12282,15.107,14.811,14.7858,V
Kepler-984,G,5610,0.93,0.96,0.04,-0.108,4.49,3.98,1.5554,14.491,13.599,13.4677,V
K2-287,G,5695,1.07,1.06,0.2,-0.108,4.4,4.5,1.217,12.011,11.41,11.067,V
Kepler-569,G,5616,0.93,0.95,0.01,-0.107,4.48,4.9,2.06775,15.492,14.244,14.0822,V
Kepler-1299,G,5609,0.91,0.94,-0.01,-0.106,4.5,4.37,0.44826,16.705,15.962,15.9003,V
Kepler-93,G,5669,0.98,1.09,-0.18,-0.106,4.47,6.6,1.65,10.731,9.996,9.86249,V
Kepler-1262,G,5771,0.98,0.99,-0.02,-0.105,4.45,4.27,3.11474,15.81,15.155,15.1837,V
Kepler-1695,G,5473.19,0.99,0.96,-0.035,-0.104,4.43,0.5,1.40696,15.576,14.762,14.6234,V
Kepler-862,G,5333,0.84,0.88,0.04,-0.103,4.54,4.79,1.23727,15.904,15.601,15.3031,V
PH2,G,5629,1,0.94,-0.078,-0.102,4.41,2.04,1.3,13.446,12.645,12.5811,V
Kepler-1322,G,5488,0.87,0.9,-0.07,-0.101,4.52,4.47,1.74298,16.84,15.876,15.7753,V
Kepler-583,G,5523,0.91,0.94,0.07,-0.101,4.5,4.47,1.52585,15.665,14.883,14.7985,V
Kepler-670,G,5709,0.99,0.99,0.07,-0.1,4.44,4.79,2.14666,16.049,15.162,15.0268,V
Kepler-1390,G,5753,0.98,0.98,-0.01,-0.1,4.45,4.47,1.58258,15.426,14.558,14.4022,V
Kepler-1523,G,5708,0.96,0.97,0,-0.099,4.46,4.37,3.37522,15.872,14.993,14.8369,V
Kepler-1312,G,5719,0.92,0.99,-0.02,-0.099,4.51,2,1.6438,13.29,12.491,12.3778,V
Kepler-838,G,5770,0.96,0.98,-0.06,-0.099,4.46,4.17,0.69062,16.009,15.424,15.2295,V
Kepler-1126,G,5798,0.93,0.92,-0.26,-0.099,4.46,5.5,1.88819,14.918,14.221,14.0207,V
K2-87,G,5747,1.4,1.16,0.328,-0.098,4.21,,0.59,15.313,14.136,13.7078,V
Kepler-1087,G,5589,0.94,0.96,0.01,-0.097,4.48,3.55,1.02574,13.878,12.973,12.9007,V
Kepler-199,G,5644,0.97,0.96,-0.12,-0.097,4.44,1.45,1.70087,,13.796,13.5973,V
K2-244,G,5677,0.92,0.86,-0.29,-0.097,4.44,,2.1153,12.2,11.78,11.6317,IV
Kepler-359,F,6248,1.09,1.14,0.08,-0.097,4.43,3.02,1.12875,16.668,15.805,15.8814,V
Kepler-297,G,5619,0.92,0.98,-0.1,-0.096,4.47,1.9,1.60443,15.572,14.326,14.1922,V
Kepler-192,G,5479,1.01,0.94,0.357,-0.094,4.43,0.5,1.49679,15.237,14.308,14.1039,V
HATS-57,G,5587,0.96,1.03,0.268,-0.094,4.48,2.5,1.633,12.972,12.333,12.1816,V
Kepler-1095,G,5658,0.92,0.94,-0.09,-0.093,4.48,4.47,3.18914,15.446,14.597,14.5261,V
Kepler-260,K,5250,0.86,0.92,0.03,-0.092,4.49,4.47,2.08567,14.652,14.253,14.1176,V
Kepler-1292,G,5556,0.93,0.95,0.08,-0.091,4.49,4.68,2.37615,16.939,16.337,15.9483,V
Kepler-1287,G,5715,0.94,0.96,-0.05,-0.091,4.48,4.07,4.79022,15.962,15.216,15.0069,V
Kepler-799,G,5681,0.93,0.95,-0.07,-0.09,4.49,3.98,0.82029,16.112,15.166,,V
K2-185,G,5722,0.91,0.98,-0.05,-0.09,4.58,,2.1067,12.878,12.235,12.0636,V
Kepler-1111,F,6077,1.15,1.1,0.02,-0.09,4.36,3.16,1.97461,15.537,14.88,14.7155,V
Kepler-276,F,6105,1.05,1.04,0.02,-0.089,4.45,0.4,2.57496,15.228,15.481,15.3648,V
Kepler-15,G,5515,0.99,1.02,0.36,-0.087,4.46,3.7,1.47,14.662,13.81,13.7136,V
Kepler-112,G,5544,0.84,0.78,-0.522,-0.086,4.51,9.4,1.7551,14.536,13.927,13.7662,V
Kepler-927,G,5743,0.99,0.99,0.03,-0.086,4.45,4.37,0.89453,15.505,14.817,14.6011,V
Kepler-1538,G,5837,1.03,1.03,0.02,-0.085,4.42,4.37,1.25633,15.848,15.551,15.2279,V
Kepler-575,G,5710,0.95,0.97,0,-0.084,4.47,3.98,0.97711,15.492,14.864,14.7124,V
Kepler-1482,G,5381,0.84,0.88,-0.04,-0.083,4.54,4.47,5.83094,14.988,13.967,13.7295,V
Kepler-1018,G,5518,0.88,0.91,-0.05,-0.082,4.52,4.47,1.39053,15.785,15.103,15.0142,V
Kepler-671,G,5624,0.95,0.97,0.08,-0.081,4.47,4.47,1.24482,15.488,15.491,15.3578,V
Kepler-981,G,5718,0.96,0.98,0.01,-0.081,4.47,4.07,6.84413,15.605,14.875,14.7044,V
Kepler-301,G,5815,0.9,0.98,0.187,-0.08,4.53,4.17,1.76008,14.843,14.458,14.2737,V
TOI-251,G,5875,0.88,1.04,-0.106,-0.08,4.56,0.18,1.67941,10.528,9.887,9.75411,V
Kepler-171,G,5642,0.84,0.91,0.11,-0.079,4.57,3.47,1.82708,16.03,15.101,14.9053,V
Kepler-944,G,5409,0.83,0.86,-0.11,-0.078,4.54,4.47,3.0612,17.366,15.636,15.7109,V
Kepler-591,G,5677,0.94,0.97,0.01,-0.078,4.48,4.17,1.00312,15.408,14.628,14.4607,V
Kepler-694,G,5700,0.95,0.97,0,-0.078,4.47,4.07,1.41102,16.11,15.284,15.0857,V
WASP-163,G,5500,1.01,0.97,-0.34,-0.076,4.41,,1.3,13.482,12.663,12.2511,V
Kepler-47,G,5636,0.94,0.96,-0.25,-0.076,4.49,,1.65,16.233,15.31,15.1626,V
K2-193,G,5817,0.98,1.01,0,-0.076,4.46,,1.532,14.037,13.341,13.0947,V
Kepler-1109,G,5893,1.06,1.05,0.04,-0.076,4.41,3.8,1.31457,14.982,14.405,14.2665,V
Kepler-1043,G,5629,0.9,0.92,-0.11,-0.073,4.5,4.47,0.71425,16.075,14.949,14.7617,V
Kepler-1497,G,5675,0.95,0.96,0.01,-0.073,4.47,4.27,1.01784,16.396,15.707,15.3761,V
K2-253,F,6027,1.1,1.08,0,-0.072,4.39,,1.01569,15.806,15.002,14.7042,V
Kepler-1376,G,5659,0.97,0.98,0.07,-0.071,4.46,4.68,1.68058,15.477,14.792,14.6721,V
Kepler-813,G,5743,0.93,0.95,-0.13,-0.071,4.48,3.98,1.98618,15.253,14.646,14.5352,V
Kepler-857,G,5773,0.99,0.99,0.02,-0.071,4.45,4.27,2.7636,15.543,15.167,15.0638,V
Kepler-1448,G,5774,0.93,0.95,-0.16,-0.069,4.49,3.55,3.52728,14.661,14.592,14.3796,V
K2-190,G,5631,0.91,0.9,-0.19,-0.068,4.38,,1.4816,11.778,11.138,10.9586,V
Kepler-1156,G,5778,1,1,0.02,-0.068,4.44,4.47,2.28121,15.027,14.262,14.1258,V
Kepler-466,G,5927,1.05,1.04,-0.01,-0.067,4.42,3.47,1.79031,13.62,12.799,12.7632,V
Kepler-564,G,5626,0.92,0.95,-0.01,-0.064,4.49,4.27,4.7677,15.726,14.883,14.7194,V
K2-221,G,5716,0.95,1.01,0.13,-0.064,4.57,,1.28588,13.327,12.571,12.4149,V
Kepler-280,G,5744,0.89,0.96,0.121,-0.064,4.54,4.27,1.748,15.295,14.35,14.4574,V
Kepler-1528,G,5857,1.03,1.03,0.03,-0.064,4.43,3.89,1.7282,15.314,14.576,14.4764,V
Kepler-1306,G,5727,0.97,0.98,0,-0.063,4.45,4.57,14.86593,15.862,15.353,15.212,V
Kepler-1576,G,5876,1.06,1.05,0.05,-0.063,4.4,4.07,1.59966,14.369,13.439,13.3354,V
K2-220,G,5660,1.02,0.96,0.04,-0.061,4.4,,3.061,12.611,11.873,11.7214,V
K2-173,G,5580,0.84,0.88,-0.25,-0.06,4.52,,1.38095,13.262,12.523,12.1848,V
Kepler-1118,G,5688,0.97,0.96,0,-0.06,4.46,4.07,0.58519,16.147,15.238,14.956,V
Kepler-256,G,5551,1.3,0.97,0.12,-0.059,4.22,9.55,1.23,15.909,15.178,15.0151,V
Kepler-1204,G,5825,1.03,1.03,0.06,-0.058,4.42,4.27,1.73921,16.003,15.45,15.295,V
Kepler-491,G,5582,1.03,1.04,0.37,-0.057,4.42,4.47,2.00967,14.754,14.178,13.9616,V
Kepler-613,G,5723,0.96,0.98,-0.01,-0.057,4.47,4.27,2.15415,15.497,14.795,14.5892,V
Kepler-940,G,5769,0.96,0.97,-0.08,-0.057,4.47,3.63,1.09134,15.792,15.727,15.4975,V
Kepler-1668,G,5542,1.02,0.98,0.07,-0.056,4.41,,1.31202,15.182,15.792,15.6767,V
Kepler-170,G,5679,1.03,1.09,0.31,-0.055,4.45,1.8,0.91343,15.34,14.344,14.3469,V
Kepler-565,G,5735,0.95,0.98,-0.02,-0.055,4.47,4.07,1.04438,16.014,15.231,,V
Kepler-1264,G,5791,0.98,0.99,-0.02,-0.055,4.45,4.17,3.41073,15.424,14.629,14.4788,V
Kepler-648,G,5741,0.98,1.05,0.21,-0.053,4.48,1.82,0.59786,14.802,14.027,13.9145,V
Kepler-96,G,5690,1.02,1,0.04,-0.052,4.42,2.34,1.54,11.247,10.568,10.2971,V
K2-277,G,5741,0.97,1.02,0.11,-0.052,4.48,,6.936,11.081,10.364,10.1214,V
Kepler-685,G,5963,1.16,1.11,0.15,-0.051,4.36,3.39,1.28198,15.341,15.186,15.0191,V
K2-271,G,5644,0.99,0.83,-0.3,-0.05,4.37,,2.284,14.488,13.845,13.6582,V
Kepler-990,G,5948,1.08,1.05,0.01,-0.05,4.39,3.55,0.6042,15.382,14.716,14.4949,V
Kepler-556,G,5740,0.98,1,0.03,-0.048,4.46,4.17,1.43045,15.226,14.316,14.1247,V
Kepler-986,G,5642,0.98,0.96,0.04,-0.047,4.43,6.17,4.77055,14.447,13.69,13.6421,V
Kepler-1196,G,5756,0.97,0.98,0,-0.047,4.46,3.98,5.34075,15.811,15.009,14.8324,V
Kepler-843,G,5830,1.03,1.02,0.05,-0.047,4.42,4.17,1.79475,15.895,15.354,15.2481,V
Kepler-1052,G,5888,1.03,1.03,0,-0.047,4.42,3.55,2.06568,15.827,14.932,14.8614,V
Kepler-299,G,5617,1.03,0.95,-0.01,-0.044,4.39,0.4,1.15252,16.26,15.232,15.0103,V
Kepler-1040,G,5694,0.96,0.98,0.01,-0.044,4.47,4.17,1.6429,14.801,13.614,13.3216,V
Kepler-649,G,5871,0.94,0.97,-0.17,-0.044,4.48,2.95,2.36315,14.263,13.556,13.3936,V
Kepler-888,G,5875,0.9,0.97,-0.21,-0.043,4.52,1.48,1.80717,13.646,13.061,12.9814,V
Kepler-1447,G,5722,0.95,0.97,-0.03,-0.042,4.47,4.17,3.10523,15.293,14.747,14.6643,V
Kepler-626,G,5813,1.05,1.01,0.01,-0.042,4.4,5.37,6.47831,14.891,14.086,13.9435,V
Kepler-683,G,5703,0.95,0.96,-0.03,-0.041,4.47,4.37,1.68649,15.55,15.072,15.0008,V
Kepler-518,G,5842,0.88,0.96,-0.23,-0.04,4.53,1.35,2.12361,13.22,12.573,12.5097,V
Kepler-619,F,5980,1.11,1.09,0.05,-0.04,4.38,3.47,3.13041,15.607,14.84,14.6704,V
Kepler-407,G,5476,1.01,1,0.33,-0.039,4.43,7.47,1.38,14.493,12.603,12.5074,V
Kepler-537,G,5763,0.99,1.07,0.23,-0.039,4.47,1.45,1.46831,13.804,13.173,13.0657,V
Kepler-722,G,5863,1.05,1.03,0.02,-0.039,4.41,4.37,2.9936,16.46,15.489,15.3733,V
Kepler-1598,G,5940,1.09,1.07,0.04,-0.039,4.39,3.8,1.92063,14.651,13.929,13.8135,V
Kepler-9,G,5774,0.96,1.02,0.05,-0.038,4.49,2,1.64,14.57,13.922,13.7809,V
Kepler-119,G,5595,0.84,0.92,0.01,-0.037,4.57,3.63,1.35492,14.973,14.375,14.2004,V
Kepler-1575,G,5667,0.92,0.95,-0.07,-0.037,4.49,4.17,2.61888,15.938,15.53,15.4185,V
Kepler-1560,G,5815,1.02,1.02,0.04,-0.034,4.43,4.17,1.4164,14.192,13.505,13.3846,V
Kepler-597,G,5683,0.95,0.97,-0.01,-0.033,4.47,4.27,1.86936,14.044,14.12,14.0185,V
Kepler-172,G,5526,1.08,1,0.23,-0.032,4.38,6.46,1.58662,15.627,14.703,14.5369,V
Kepler-810,G,5803,1.04,1.03,0.1,-0.032,4.42,4.17,1.65508,16.366,15.73,15.7606,V
Kepler-18,K,5345,1.11,0.97,0.19,-0.031,4.31,10,1.01,15.027,13.771,13.5393,V
Kepler-921,G,5663,0.91,0.93,-0.12,-0.03,4.5,4.27,2.98696,15.473,14.852,14.7055,V
HD 219666,G,5527,1.03,0.92,0.04,-0.028,4.4,10,1.17568,10.596,9.809,9.64956,V
Kepler-1131,G,5851,1.04,1.03,0.05,-0.028,4.42,4.17,1.41165,15.829,15.01,14.9375,V
Kepler-35,G,5606,1.03,0.89,-0.34,-0.027,4.36,,2.80648,16.267,15.863,15.7352,V
Kepler-1129,G,5831,1,1,-0.04,-0.027,4.44,4.07,3.86037,16.925,15.661,15.2572,V
K2-215,G,5704,0.97,1,0.11,-0.026,4.41,,1.34077,13.721,12.99,12.8302,V
Kepler-697,G,5513,0.88,0.92,-0.01,-0.025,4.52,4.37,1.17261,16.619,15.888,15.5462,V
HATS-8,G,5679,1.09,1.06,0.21,-0.025,4.39,5.1,1.15,15.939,14.512,14.337,V
Kepler-97,G,5779,0.98,0.94,-0.2,-0.025,4.43,8.42,1.53,14.288,12.994,12.813,V
Kepler-1068,G,5806,1.01,1.01,0.03,-0.025,4.43,4.17,2.34768,16.104,16.096,15.8316,V
Kepler-640,G,5653,0.94,1.01,0.15,-0.024,4.5,2.09,1.02047,14.717,13.885,13.687,V
Kepler-688,G,5715,0.96,0.98,0.02,-0.024,4.47,4.27,2.21218,16.159,15.805,15.7323,V
Kepler-1466,G,5884,1.02,1.01,-0.07,-0.023,4.43,3.89,3.74352,14.854,14.026,13.8694,V
Kepler-856,G,5535,0.93,0.96,0.12,-0.022,4.49,4.27,1.79327,16.419,15.594,15.557,V
Kepler-795,G,5631,0.96,0.94,-0.02,-0.022,4.45,6.46,1.24741,14.567,13.423,13.3107,V
WASP-37,G,5800,1,0.93,-0.284,-0.021,4.41,11,1.23742,13.305,12.815,12.542,V
Kepler-1561,G,5957,1.11,1.07,0.04,-0.02,4.38,3.39,2.00283,15.657,14.734,14.648,V
Kepler-517,G,5690,0.98,0.95,-0.06,-0.019,4.43,6.31,2.11091,12.924,12.372,12.1297,V
Kepler-1583,F,5645,0.91,0.94,-0.07,-0.018,4.49,4.27,1.12325,13.815,12.976,12.8414,V
HATS-33,G,5659,1.02,1.06,0.29,-0.018,4.45,3,1.4,12.585,11.91,11.7082,V
Kepler-918,F,6028,1.14,1.11,0.06,-0.018,4.37,3.24,1.80765,15.87,15.064,14.9546,V
Kepler-1689,G,5731.43,1,1.02,-0.146,-0.016,4.45,2.5,1.45879,13.1,12.227,12.1077,V
K2-61,F,6293,1.36,1.21,0.17,-0.015,4.25,,1.43264,13.701,13.173,12.8575,V
TOI-1478,G,5597,1.05,0.95,0.078,-0.013,4.37,9.1,1.16,11.449,10.723,10.6624,V
K2-181,G,5608,1.07,0.99,0.23,-0.013,4.38,,2.639,13.502,12.669,12.5618,V
K2-195,G,5713,0.99,0.94,-0.1,-0.012,4.42,,1.09,13.131,12.524,12.3238,V
Kepler-1525,G,5748,1.04,1.07,0.27,-0.011,4.44,2.82,1.17993,13.51,12.797,12.6919,V
Kepler-1369,G,5761,0.99,0.99,0,-0.01,4.45,4.07,1.09037,16.276,15.621,15.3498,V
Kepler-1563,G,5765,0.99,1,0.02,-0.01,4.45,4.07,0.28641,14.41,13.696,13.5682,V
Kepler-1073,G,5792,1,1,0,-0.01,4.44,3.72,1.84858,15.405,14.749,14.5317,V
Kepler-321,G,5740,1.19,1.03,0.121,-0.008,4.3,2.09,1.4788,13.707,12.918,12.7549,V
Kepler-1346,G,6133,1.21,1.14,0.04,-0.008,4.33,3.09,4.71885,15.315,14.625,14.462,V
Kepler-349,G,5956,0.93,1.02,0.151,-0.007,4.52,3.09,3.48156,15.712,14.915,14.7211,V
Kepler-1057,F,5987,1.1,1.07,0.01,-0.006,4.38,3.09,1.7086,16.406,15.825,15.6076,V
Kepler-1524,F,6179,1.25,1.17,0.04,-0.006,4.31,2.88,1.96319,13.388,12.802,12.7003,IV
Kepler-822,G,5928,1.08,1.06,0.04,-0.005,4.4,3.55,0.96758,15.364,14.75,14.5966,V
HATS-59,G,5670,1.04,1.04,0.18,-0.004,4.42,4.3,1.31,14.727,14.033,13.7854,V
Kepler-58,G,5843,1.03,0.95,0.09,-0.004,4.39,2.14,1.2684,15.343,15.086,14.8663,V
K2-218,G,5757,1.01,1.05,0.25,-0.003,4.45,,1.21277,13.581,12.92,12.7137,V
Kepler-1303,G,5771,1,1.01,0.04,-0.002,4.44,4.47,2.56621,15.358,14.854,14.6164,V
K2-223,G,5835,0.99,1.06,0.12,0,4.48,,1.55082,12.132,11.443,11.2736,V
Kepler-1594,G,5946,1.08,1.06,0.03,0,4.39,3.89,3.63808,15.594,14.951,14.7415,V
Kepler-809,G,5734,0.98,0.99,0.04,0.001,4.45,4.37,0.88628,15.712,14.875,14.6798,V
WASP-36,G,5959,0.98,1.08,-0.26,0.001,4.49,1.4,1.595,13.376,12.836,12.6284,V
Kepler-1267,F,6096,1.2,1.15,0.07,0.003,4.33,3.24,1.52999,17.477,15.846,15.8136,V
Kepler-160,G,5471,1.12,0.97,0.14,0.004,4.47,1.6,1.2,15.406,14.816,14.616,V
Kepler-318,G,5746,1.19,1.02,0.332,0.004,4.33,1.62,2.1145,14.173,13.442,13.281,V
Kepler-315,G,5796,1.04,0.98,-0.28,0.004,4.38,4.9,0.03981,16.181,15.546,15.2885,V
Kepler-265,G,5835,1.1,0.98,-0.14,0.005,4.33,0.28,0.94278,16.125,15.47,15.3522,V
Kepler-1077,G,5816,1.02,1.02,0.03,0.006,4.43,4.17,1.43617,15.815,14.923,14.9984,V
Kepler-370,G,5852,0.9,0.98,0.132,0.006,4.53,0.4,1.33901,16.114,15.467,15.1595,V
EPIC 212587672,G,5864.75,0.98,0.95,-0.21,0.006,4.54,,1.85888,12.69,12.488,12.2038,V
Kepler-1631,G,5679,0.95,0.97,0.04,0.007,4.47,4.17,4.00557,16.579,15.673,15.4951,V
